Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,9.59864665073864e7
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,7.185506499426744e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,3.2179059417103417e-12
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,0.0
AZ_nuclear_1,AZ_uranium,1,1.2329368067442615e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,953466.768414853
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,2.3501130108895383e-9
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,1.7297949307248923e-11
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,5.459582769704173e-8
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,1.2589793461561479e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,8.54440668659131e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,2.3256381393063813e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,19670.485462478937
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,85156.00285048556
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,114830.27719905254
NM_conventional_steam_coal_1,NM_coal,5,3.5503682366760276e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,1.4090719598495378e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,-1.0732119701373222e-8
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.812183498050232e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,2.8929069624443162e7
PNW_nuclear_1,PNW_uranium,6,7.711944899914362e7
PNW_other_peaker_1,PNW_naturalgas,6,6.21766766043327e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.797415053661996e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,1.2574286317028244e8
