Time_Index,BuyPrice_1,SellPrice_1
1,34.2,33.2
2,35.2,34.2
3,34.2,33.2
4,33.6,32.6
5,32.8,31.8
6,33.4,32.4
7,34.2,33.2
8,34.8,33.8
9,17.8,16.8
10,-1.5,-2.5
11,-1.5,-2.5
12,-1.5,-2.5
13,-1.5,-2.5
14,-1.5,-2.5
15,-1.5,-2.5
16,-1.5,-2.5
17,2.4,1.4
18,34.2,33.2
19,34.2,33.2
20,34.2,33.2
21,34.2,33.2
22,34.2,33.2
23,34.2,33.2
24,34.2,33.2
25,34.8,33.8
26,34.8,33.8
27,34.8,33.8
28,34.8,33.8
29,34.8,33.8
30,34.8,33.8
31,34.8,33.8
32,34.8,33.8
33,29.0,28.0
34,10.5,9.5
35,10.1,9.1
36,10.1,9.1
37,9.9,8.9
38,9.1,8.1
39,10.1,9.1
40,10.1,9.1
41,16.4,15.4
42,39.4,38.4
43,39.4,38.4
44,39.4,38.4
45,39.4,38.4
46,39.4,38.4
47,39.4,38.4
48,39.4,38.4
49,39.0,38.0
50,38.4,37.4
51,37.2,36.2
52,34.0,33.0
53,34.0,33.0
54,34.0,33.0
55,36.4,35.4
56,37.0,36.0
57,22.0,21.0
58,15.0,14.0
59,15.0,14.0
60,15.0,14.0
61,13.0,12.0
62,14.4,13.4
63,15.0,14.0
64,15.3,14.3
65,26.8,25.8
66,38.0,37.0
67,38.0,37.0
68,38.0,37.0
69,38.0,37.0
70,38.0,37.0
71,38.0,37.0
72,38.0,37.0
73,37.4,36.4
74,37.4,36.4
75,37.4,36.4
76,37.4,36.4
77,36.2,35.2
78,36.2,35.2
79,37.4,36.4
80,37.4,36.4
81,24.4,23.4
82,-0.9,-1.9
83,-0.9,-1.9
84,-0.9,-1.9
85,-0.9,-1.9
86,-0.9,-1.9
87,-0.9,-1.9
88,-0.9,-1.9
89,17.7,16.7
90,38.6,37.6
91,38.6,37.6
92,38.6,37.6
93,38.6,37.6
94,38.6,37.6
95,38.6,37.6
96,38.6,37.6
97,38.6,37.6
98,37.4,36.4
99,37.4,36.4
100,36.8,35.8
101,36.8,35.8
102,36.8,35.8
103,37.4,36.4
104,37.4,36.4
105,21.8,20.8
106,11.4,10.4
107,11.4,10.4
108,11.4,10.4
109,10.2,9.2
110,11.4,10.4
111,11.4,10.4
112,11.4,10.4
113,18.1,17.1
114,32.4,31.4
115,32.4,31.4
116,32.4,31.4
117,32.4,31.4
118,32.4,31.4
119,32.4,31.4
120,32.4,31.4
121,31.2,30.2
122,31.2,30.2
123,31.2,30.2
124,31.2,30.2
125,31.2,30.2
126,31.2,30.2
127,31.2,30.2
128,31.2,30.2
129,13.6,12.6
130,7.3,6.3
131,7.3,6.3
132,7.3,6.3
133,-0.1,-1.1
134,6.7,5.7
135,7.3,6.3
136,7.3,6.3
137,15.1,14.1
138,38.0,37.0
139,38.0,37.0
140,38.0,37.0
141,38.0,37.0
142,38.0,37.0
143,38.0,37.0
144,38.0,37.0
145,36.4,35.4
146,36.4,35.4
147,35.8,34.8
148,35.8,34.8
149,35.8,34.8
150,36.4,35.4
151,36.4,35.4
152,36.4,35.4
