Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,6.172979554445409e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,4.140468410118986e7
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,1.057979073001055e-8
AZ_nuclear_1,AZ_uranium,1,1.2605025923999743e8
AZ_other_peaker_1,AZ_naturalgas,1,-4.9878933623403995e-9
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,2.0981691409987547e6
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-1.6148005098719816e-8
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,0.0
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,397406.9213499507
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,9.276462749567933e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,4.503587269858628e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,2.344403199572299e-12
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,178025.0500876258
NM_conventional_steam_coal_1,NM_coal,5,4.355237377570005e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,789088.0576304987
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,0.0
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.891838169715953e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,4.8733726400774956e7
PNW_nuclear_1,PNW_uranium,6,7.909925220000058e7
PNW_other_peaker_1,PNW_naturalgas,6,1.0891653058534807e7
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,5.0645630197006786e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,4.4162330815124637e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,369634.79941992025
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,-7.625011733125575e-12
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,2.9812343568921633e9
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,AZ_naturalgas,1,2.0759841845574557e-10
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,-8.116211256492535e-8
AZ_nuclear_nuclear__large_advanced_0,AZ_uranium,1,1.5775785645356258e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,-3.235663586979497e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_N_naturalgas,2,-1.479220374768512e-8
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,2.3750683231767094e-8
CA_N_nuclear_nuclear__large_advanced_0,CA_N_uranium,2,7.097085341003385e8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-6.794824522720384e-11
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_S_naturalgas,3,4.321919553373272e-9
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,0.0
CA_S_nuclear_nuclear__large_advanced_0,CA_S_uranium,3,1.2342077060757842e9
