Region,Resource,Zone,Cluster,AnnualSum
AZ,AZ_conventional_hydroelectric_1,1,1,6.343881089875997e8
CA_N,CA_N_conventional_hydroelectric_1,2,1,1.3072160748198032e9
CA_S,CA_S_conventional_hydroelectric_1,3,1,6.303288518915026e8
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,9.360126553541232e8
PNW,PNW_conventional_hydroelectric_1,6,1,8.554304795910989e9
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6.989934108440615e8
AZ,AZ_conventional_steam_coal_1,1,1,4.587572657830165e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,2.4120169184635105e9
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,0.0
AZ,AZ_natural_gas_steam_turbine_1,1,1,0.0
AZ,AZ_nuclear_1,1,1,2.220191495776277e9
AZ,AZ_other_peaker_1,1,1,1.1145585277213998e-8
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,9.843721794685066e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,-1.5411285141957396e-11
CA_N,CA_N_nuclear_1,2,1,0.0
CA_N,CA_N_other_peaker_1,2,1,5.844369512848322e-8
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,9.279619421945684e6
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,-4.860768105749565e-7
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,4.1246486137014786e-8
CA_S,CA_S_other_peaker_1,3,1,0.0
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,4.802956033936353e9
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,6.072447018635214e6
MT_WY_CO,MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,1,5.596316741721298e-11
MT_WY_CO,MT_WY_CO_natural_gas_steam_turbine_1,4,1,599726.7976277365
MT_WY_CO,MT_WY_CO_other_peaker_1,4,1,361405.17178043834
NM,NM_conventional_steam_coal_1,5,1,2.9833351634867734e8
NM,NM_natural_gas_fired_combined_cycle_1,5,1,1.6494553870531071e6
NM,NM_natural_gas_fired_combustion_turbine_1,5,1,-1.8917229470659518e-9
NM,NM_natural_gas_steam_turbine_1,5,1,6.866555494301942e-12
NM,NM_other_peaker_1,5,1,0.0
