Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,5.769797914800017e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,7.548479073519155e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,-9.648435176738229e-12
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,5.839380416243026e-12
AZ_nuclear_1,AZ_uranium,1,1.2605025923999886e8
AZ_other_peaker_1,AZ_naturalgas,1,-4.2013447715102554e-10
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,2.0669260073869997e8
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-9.142779515562436e-9
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,3.2308660962599087e-10
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,1.8897548251728285e6
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,3.519988800904789e-8
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,-1.1416523036587025e-7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,8.102427385193449e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,1.1167709478855196e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,3.0826461377544214e-10
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,125012.89360000005
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,66901.85514332428
NM_conventional_steam_coal_1,NM_coal,5,3.93727472609209e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,1.5230859178527575e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,-3.310544483627251e-10
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,-4.686090246000907e-14
