Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,0.0
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,3.2264741342060024e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,1.73093365548604e-6
AZ_nuclear_1,AZ_uranium,1,1.2380070153374523e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,1.33010077486177e6
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,0.0
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,0.0
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,46179.61731866911
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,833851.4019342875
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,9.403715279091122e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,8.945988075534385e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,243240.63386239816
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,210777.9181714285
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,110655.68328000356
NM_conventional_steam_coal_1,NM_coal,5,3.817703135687402e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,1.2452078987996813e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,1.1834604021970561e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,1.867764305123794e-12
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.8512049519263357e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,2.7185349006630704e7
PNW_nuclear_1,PNW_uranium,6,7.770100681172788e7
PNW_other_peaker_1,PNW_naturalgas,6,5.943793155369141e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,5.099439114674042e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,5.568301376348603e7
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,1.0145413398277018e-12
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,-4.077177580451722e-9
UT_NV_other_peaker_1,UT_NV_naturalgas,7,-2.0757137722934468e-11
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,1.3665346446268907e9
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas,1,0.0
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_conservative_0,AZ_uranium,1,8.193412691018577e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,1.6852576963540206e9
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas,2,0.0
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,0.0
