Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,CapRes_4,AnnualSum
AZ,AZ_conventional_hydroelectric_1,1,1,0.0,0.0,5.32485029362546e6,0.0,5.32485029362546e6
CA_N,CA_N_conventional_hydroelectric_1,2,1,6.589503289924069e6,0.0,0.0,0.0,6.589503289924069e6
CA_S,CA_S_conventional_hydroelectric_1,3,1,861652.0075986393,0.0,0.0,0.0,861652.0075986393
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,0.0,6.498091094661001e6,0.0,0.0,6.498091094661001e6
PNW,PNW_conventional_hydroelectric_1,6,1,0.0,4.6321335630736716e7,0.0,0.0,4.6321335630736716e7
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,0.0,1.6017887717016213e7,0.0,0.0,1.6017887717016213e7
AZ,AZ_conventional_steam_coal_1,1,1,0.0,0.0,1.9169167910907972e8,0.0,1.9169167910907972e8
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,0.0,0.0,4.9850458007044876e8,0.0,4.9850458007044876e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,0.0,0.0,1.1284519927711551e8,0.0,1.1284519927711551e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,0.0,0.0,4.2586911295473665e7,0.0,4.2586911295473665e7
AZ,AZ_nuclear_1,1,1,0.0,0.0,9.27706801640829e7,0.0,9.27706801640829e7
AZ,AZ_other_peaker_1,1,1,0.0,0.0,9.205246859591693e6,0.0,9.205246859591693e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,2.6095833878538734e8,0.0,0.0,0.0,2.6095833878538734e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,1.1216035445132783e8,0.0,0.0,0.0,1.1216035445132783e8
CA_N,CA_N_nuclear_1,2,1,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,1.4366743883624522e7,0.0,0.0,0.0,1.4366743883624522e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,3.2882021918741906e8,0.0,0.0,0.0,3.2882021918741906e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,2.0761526348505405e8,0.0,0.0,0.0,2.0761526348505405e8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,1.351215983804906e7,0.0,0.0,0.0,1.351215983804906e7
CA_S,CA_S_other_peaker_1,3,1,854584.0455754641,0.0,0.0,0.0,854584.0455754641
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,0.0,4.354614606281495e8,0.0,0.0,4.354614606281495e8
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,0.0,2.3026870030233178e8,0.0,0.0,2.3026870030233178e8
