Region,Resource,Zone,Cluster,AnnualSum
AZ,AZ_conventional_hydroelectric_1,1,1,0.0
CA_N,CA_N_conventional_hydroelectric_1,2,1,0.0
CA_S,CA_S_conventional_hydroelectric_1,3,1,0.0
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,0.0
PNW,PNW_conventional_hydroelectric_1,6,1,0.0
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,0.0
AZ,AZ_conventional_steam_coal_1,1,1,0.0
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,0.0
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,0.0
AZ,AZ_natural_gas_steam_turbine_1,1,1,0.0
AZ,AZ_nuclear_1,1,1,0.0
AZ,AZ_other_peaker_1,1,1,0.0
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,0.0
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,0.0
CA_N,CA_N_nuclear_1,2,1,0.0
CA_N,CA_N_other_peaker_1,2,1,0.0
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,0.0
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,0.0
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,0.0
CA_S,CA_S_other_peaker_1,3,1,0.0
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,0.0
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,0.0
MT_WY_CO,MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,1,0.0
MT_WY_CO,MT_WY_CO_natural_gas_steam_turbine_1,4,1,0.0
MT_WY_CO,MT_WY_CO_other_peaker_1,4,1,0.0
NM,NM_conventional_steam_coal_1,5,1,0.0
NM,NM_natural_gas_fired_combined_cycle_1,5,1,0.0
NM,NM_natural_gas_fired_combustion_turbine_1,5,1,0.0
NM,NM_natural_gas_steam_turbine_1,5,1,0.0
NM,NM_other_peaker_1,5,1,0.0
PNW,PNW_conventional_steam_coal_1,6,1,0.0
PNW,PNW_natural_gas_fired_combined_cycle_1,6,1,0.0
PNW,PNW_natural_gas_fired_combustion_turbine_1,6,1,0.0
PNW,PNW_nuclear_1,6,1,0.0
PNW,PNW_other_peaker_1,6,1,0.0
UT_NV,UT_NV_conventional_steam_coal_1,7,1,0.0
UT_NV,UT_NV_natural_gas_fired_combined_cycle_1,7,1,0.0
UT_NV,UT_NV_natural_gas_fired_combustion_turbine_1,7,1,0.0
UT_NV,UT_NV_natural_gas_steam_turbine_1,7,1,0.0
UT_NV,UT_NV_other_peaker_1,7,1,0.0
AZ,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,1,0,0.0
AZ,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,1,0,0.0
AZ,AZ_naturalgas_combustion_turbine_fframe_moderate_0,1,0,0.0
AZ,AZ_nuclear_nuclear__large_advanced_0,1,0,0.0
CA_N,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,2,0,0.0
CA_N,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,2,0,0.0
CA_N,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,2,0,0.0
CA_N,CA_N_nuclear_nuclear__large_advanced_0,2,0,0.0
CA_S,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,3,0,0.0
CA_S,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,3,0,0.0
