Time_Index,Arizona_Solar,BTM_Solar,EdwardsSolarII,FervoFECNevada1,Greater_Imperial_Geothermal,Humboldt_Bay_Offshore_Wind,InState_Biomass,Morro_Bay_Offshore_Wind,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,NW_Ext_Tx_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,RosamondCentral,Southern_Nevada_Geothermal,SummitWind,Tecolote,TulareSolarCenter,Wyoming_Wind,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_DR_RA,CAM_CPE_RA_i,CAM_CPE_RA_ii,Aramis,CALP01RA2027,CHEV01RA2024,CHEV01RA2025,EBMUD01RA2024,GEN01RA2026,HDP01RA2027,HDP01RA2028,HDP01RA2030,HenriettaStorage,MRL01RA2030,NEXT01RA2026,Oberon,OhmConnect,Sanborn,SDGE01RA2024,SENA01RA2027,SUN01RA2031,TPS01RA2024,Tumbleweed,Generic_6hr_battery,Generic_8hr_battery,Generic_RA_Only,Arizona_Li_Battery,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_New_Flow_Battery,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,DaggettSolarPower3,Scarlet,Hybrid_Solar_Test,Hybrid_Wind_Test
1008,0,0,0,0.801,0.881,0.78,0.85,0.58,0.719,0.81,0,0.254,0.484,0.481,0,0,0.843,0.588,0.467,0,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.1
1009,0,0,0,0.801,0.881,0.46,0.85,0.6,0.819,0.81,0,0.291,0.467,0.447,0,0,0.843,0.424,0.748,0,0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.141
1010,0,0,0,0.801,0.881,0.41,0.85,0.67,0.904,0.81,0,0.248,0.466,0.39,0,0,0.843,0.558,0.858,0,0.184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.184
1011,0,0,0,0.801,0.881,0.46,0.85,0.79,0.96,0.81,0,0.219,0.412,0.371,0,0,0.843,0.6,0.86,0,0.209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.209
1012,0,0,0,0.801,0.881,0.57,0.85,0.96,0.984,0.81,0,0.178,0.384,0.363,0,0,0.843,0.503,0.219,0,0.247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.247
1013,0,0,0,0.801,0.881,0.53,0.85,1,0.993,0.81,0,0.152,0.392,0.36,0,0,0.843,0.447,0.104,0,0.345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.345
1014,0,0,0,0.801,0.881,0.31,0.85,1,0.983,0.81,0,0.117,0.369,0.326,0,0,0.843,0.392,0.35,0,0.487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.487
1015,0,0,0,0.801,0.881,0.1,0.85,1,0.956,0.81,0,0.086,0.323,0.275,0.086,0,0.843,0.35,0.536,0,0.595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.086,0.595
1016,1,0.297,0.297,0.801,0.881,0.02,0.85,1,0.932,0.81,0.094,0.066,0.248,0.213,0.532,0.018,0.843,0.294,0.25,0.215,0.778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339,0.313,0.532,0.778
1017,1,0.817,0.817,0.801,0.881,0.01,0.85,0.99,0.967,0.81,0.329,0.042,0.186,0.186,0.819,0.054,0.843,0.316,0.194,0.758,0.931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.922,0.916,0.819,0.931
1018,1,0.811,0.811,0.801,0.881,0.04,0.85,0.89,0.978,0.81,0.421,0.034,0.094,0.199,0.969,0.085,0.843,0.23,0.658,0.875,0.936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983,0.954,0.969,0.936
1019,1,0.819,0.819,0.801,0.881,0.14,0.85,0.8,0.993,0.81,0.405,0.038,0.045,0.202,1,0.114,0.843,0.078,0.561,0.864,0.879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.947,0.912,1,0.879
1020,1,0.777,0.777,0.801,0.881,0.26,0.85,0.73,0.987,0.81,0.403,0.041,0.034,0.225,1,0.138,0.843,0.065,0.55,0.856,0.805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916,0.862,1,0.805
1021,1,0.762,0.762,0.801,0.881,0.47,0.85,0.65,0.987,0.81,0.272,0.049,0.029,0.27,1,0.147,0.843,0.037,0.507,0.84,0.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.912,0.85,1,0.77
1022,1,0.81,0.81,0.801,0.881,0.81,0.85,0.63,0.982,0.81,0.128,0.069,0.026,0.334,1,0.136,0.843,0.109,0.894,0.864,0.769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.924,0.874,1,0.769
1023,1,0.834,0.834,0.801,0.881,1,0.85,0.57,0.965,0.81,0.164,0.084,0.026,0.441,0.981,0.106,0.843,0.303,0.895,0.798,0.721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.935,0.915,0.981,0.721
1024,1,0.835,0.835,0.801,0.881,1,0.85,0.49,0.942,0.81,0.245,0.143,0.02,0.517,0.847,0.073,0.843,0.58,0.889,0.596,0.553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.878,0.926,0.847,0.553
1025,0,0.456,0.456,0.801,0.881,1,0.85,0.4,0.826,0.81,0.223,0.16,0.024,0.505,0.502,0.054,0.843,0.529,0.391,0.298,0.395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.358,0.724,0.502,0.395
1026,0,0.007,0.007,0.801,0.881,0.74,0.85,0.33,0.804,0.81,0.025,0.102,0.028,0.494,0.031,0.012,0.843,0.576,0.268,0.014,0.296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009,0.064,0.031,0.296
1027,0,0,0,0.801,0.881,0.28,0.85,0.27,0.8,0.81,0,0.069,0.013,0.522,0,0,0.843,0.503,0.084,0,0.222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.222
1028,0,0,0,0.801,0.881,0.16,0.85,0.25,0.86,0.81,0,0.059,0.006,0.626,0,0,0.843,0.305,0.023,0,0.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.164
1029,0,0,0,0.801,0.881,0.16,0.85,0.2,0.889,0.81,0,0.048,0.003,0.736,0,0,0.843,0.012,0.063,0,0.106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.106
1030,0,0,0,0.801,0.881,0.16,0.85,0.17,0.787,0.81,0,0.039,0.002,0.769,0,0,0.843,0.163,0.053,0,0.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.057
1031,0,0,0,0.801,0.881,0.15,0.85,0.22,0.524,0.81,0,0.029,0.003,0.782,0,0,0.843,0.778,0.062,0,0.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.03
1032,0,0,0,0.801,0.881,0.19,0.85,0.33,0.238,0.81,0,0.014,0.004,0.745,0,0,0.843,0.799,0.174,0,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.017
1033,0,0,0,0.801,0.881,0.29,0.85,0.52,0.131,0.81,0,0.007,0.005,0.68,0,0,0.843,0.52,0.025,0,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.011
1034,0,0,0,0.801,0.881,0.45,0.85,0.82,0.143,0.81,0,0.014,0.005,0.67,0,0,0.843,0.702,0.004,0,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.008
1035,0,0,0,0.801,0.881,0.68,0.85,1,0.175,0.81,0,0.03,0.005,0.635,0,0,0.843,0.954,0.004,0,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.004
1036,0,0,0,0.801,0.881,0.96,0.85,1,0.342,0.81,0,0.052,0.005,0.648,0,0,0.843,0.952,0.074,0,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.003
1037,0,0,0,0.801,0.881,1,0.85,1,0.326,0.81,0,0.068,0.007,0.671,0,0,0.843,0.908,0.172,0,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.004
1038,0,0,0,0.801,0.881,1,0.85,1,0.282,0.81,0,0.101,0.009,0.618,0,0,0.843,0.68,0.059,0,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.007
1039,0,0,0,0.801,0.881,1,0.85,1,0.302,0.81,0,0.138,0.012,0.616,0.134,0.004,0.843,0.562,0.005,0,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0,0.134,0.011
1040,0,0.311,0.311,0.801,0.881,1,0.85,1,0.239,0.81,0.155,0.174,0.014,0.54,0.554,0.058,0.843,0.744,0.003,0.176,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.37,0.023,0.554,0.008
1041,1,0.75,0.75,0.801,0.881,1,0.85,1,0.18,0.81,0.497,0.105,0.011,0.486,0.817,0.168,0.843,0.926,0.011,0.488,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.913,0.092,0.817,0.01
1042,1,0.676,0.676,0.801,0.881,1,0.85,0.88,0.167,0.81,0.734,0.092,0.008,0.499,0.931,0.228,0.843,0.847,0.066,0.732,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.968,0.171,0.931,0.018
1043,1,0.74,0.74,0.801,0.881,1,0.85,0.6,0.144,0.81,0.778,0.112,0.01,0.548,1,0.25,0.843,0.748,0.078,0.606,0.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.891,0.311,1,0.031
1044,1,0.784,0.784,0.801,0.881,1,0.85,0.47,0.141,0.81,0.771,0.113,0.014,0.571,1,0.308,0.843,0.601,0.126,0.704,0.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.855,0.419,1,0.05
1045,1,0.762,0.762,0.801,0.881,1,0.85,0.4,0.141,0.81,0.736,0.108,0.017,0.564,0.544,0.398,0.843,0.129,0.358,0.834,0.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.817,0.372,0.544,0.07
1046,1,0.775,0.775,0.801,0.881,0.77,0.85,0.38,0.132,0.81,0.715,0.107,0.021,0.609,0.666,0.633,0.843,0.184,0.787,0.689,0.102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.827,0.561,0.666,0.102
1047,1,0.734,0.734,0.801,0.881,0.44,0.85,0.43,0.158,0.81,0.554,0.117,0.024,0.624,0.71,0.828,0.843,0.112,0.874,0.578,0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.945,0.348,0.71,0.141
1048,0,0.445,0.445,0.801,0.881,0.24,0.85,0.53,0.193,0.81,0.5,0.115,0.027,0.632,0.307,0.799,0.843,0.134,0.809,0.274,0.156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.951,0.236,0.307,0.156
1049,0,0.056,0.056,0.801,0.881,0.1,0.85,0.64,0.218,0.81,0.401,0.109,0.037,0.596,0.338,0.454,0.843,0,0.685,0.041,0.145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.492,0.138,0.338,0.145
1050,0,0,0,0.801,0.881,0.04,0.85,0.69,0.252,0.81,0.072,0.139,0.052,0.603,0.017,0.053,0.843,0,0.571,0,0.117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015,0,0.017,0.117
1051,0,0,0,0.801,0.881,0.02,0.85,0.69,0.246,0.81,0,0.176,0.061,0.692,0,0,0.843,0,0.866,0,0.086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.086
1052,0,0,0,0.801,0.881,0.06,0.85,0.66,0.223,0.81,0,0.196,0.063,0.689,0,0,0.843,0,0.893,0,0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.064
1053,0,0,0,0.801,0.881,0.23,0.85,0.63,0.218,0.81,0,0.177,0.063,0.697,0,0,0.843,0,0.885,0,0.043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.043
1054,0,0,0,0.801,0.881,0.44,0.85,0.59,0.249,0.81,0,0.202,0.052,0.729,0,0,0.843,0,0.864,0,0.026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.026
1055,0,0,0,0.801,0.881,0.67,0.85,0.54,0.288,0.81,0,0.195,0.033,0.734,0,0,0.843,0.014,0.895,0,0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.014
1056,0,0,0,0.801,0.881,0.81,0.85,0.52,0.329,0.81,0,0.221,0.027,0.678,0,0,0.843,0.051,0.62,0,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.005
1057,0,0,0,0.801,0.881,0.86,0.85,0.53,0.236,0.81,0,0.244,0.039,0.592,0,0,0.843,0.091,0.228,0,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.001
1058,0,0,0,0.801,0.881,0.62,0.85,0.52,0.202,0.81,0,0.294,0.057,0.54,0,0,0.843,0.127,0.243,0,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.001
1059,0,0,0,0.801,0.881,0.28,0.85,0.48,0.2,0.81,0,0.29,0.063,0.569,0,0,0.843,0.223,0.593,0,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.002
1060,0,0,0,0.801,0.881,0.11,0.85,0.4,0.164,0.81,0,0.27,0.063,0.554,0,0,0.843,0.224,0.517,0,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.008
1061,0,0,0,0.801,0.881,0.05,0.85,0.29,0.218,0.81,0,0.276,0.071,0.529,0,0,0.843,0.222,0.596,0,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.024
1062,0,0,0,0.801,0.881,0.04,0.85,0.16,0.235,0.81,0,0.291,0.085,0.529,0,0,0.843,0.269,0.737,0,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.054
1063,0,0,0,0.801,0.881,0.07,0.85,0.08,0.229,0.81,0,0.301,0.118,0.528,0.099,0,0.843,0.186,0.534,0,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.012,0,0.099,0.075
1064,0,0.254,0.254,0.801,0.881,0.18,0.85,0.04,0.202,0.81,0.315,0.286,0.144,0.446,0.5,0.315,0.843,0.175,0.448,0.235,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408,0.253,0.5,0.08
1065,1,0.303,0.303,0.801,0.881,0.43,0.85,0.03,0.17,0.81,0.709,0.159,0.142,0.435,0.764,0.849,0.843,0.078,0.435,0.749,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.907,0.288,0.764,0.092
1066,1,0.662,0.662,0.801,0.881,0.76,0.85,0.04,0.141,0.81,0.87,0.071,0.132,0.583,0.874,0.878,0.843,0.206,0.684,0.884,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,0.441,0.874,0.112
1067,1,0.804,0.804,0.801,0.881,1,0.85,0.04,0.14,0.81,0.899,0.051,0.159,0.58,1,0.851,0.843,0.208,0.763,0.892,0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979,0.464,1,0.141
1068,1,0.812,0.812,0.801,0.881,1,0.85,0.1,0.124,0.81,0.933,0.031,0.193,0.6,1,0.568,0.843,0.076,0.412,0.862,0.194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.913,0.38,1,0.194
1069,1,0.802,0.802,0.801,0.881,1,0.85,0.2,0.089,0.81,0.856,0.016,0.247,0.629,1,0.565,0.843,0.027,0.26,0.856,0.238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.891,0.533,1,0.238
1070,1,0.832,0.832,0.801,0.881,1,0.85,0.27,0.132,0.81,0.598,0.02,0.324,0.704,1,0.833,0.843,0.044,0.306,0.854,0.233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976,0.554,1,0.233
1071,1,0.825,0.825,0.801,0.881,1,0.85,0.29,0.159,0.81,0.251,0.043,0.408,0.711,0.975,0.853,0.843,0.075,0.38,0.77,0.209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.913,0.345,0.975,0.209
1072,1,0.847,0.847,0.801,0.881,1,0.85,0.33,0.19,0.81,0.115,0.065,0.495,0.69,0.819,0.846,0.843,0.13,0.171,0.79,0.151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.455,0.506,0.819,0.151
1073,0,0.48,0.48,0.801,0.881,1,0.85,0.46,0.219,0.81,0.114,0.109,0.533,0.579,0.465,0.495,0.843,0.311,0.17,0.418,0.086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.145,0.129,0.465,0.086
1074,0,0.006,0.006,0.801,0.881,1,0.85,0.75,0.219,0.81,0.008,0.172,0.556,0.556,0.032,0.061,0.843,0.579,0.111,0.017,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.016,0.005,0.032,0.049
1075,0,0,0,0.801,0.881,1,0.85,1,0.184,0.81,0,0.174,0.691,0.534,0,0,0.843,0.861,0.199,0,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.032
1076,0,0,0,0.801,0.881,1,0.85,1,0.163,0.81,0,0.121,0.793,0.503,0,0,0.843,0.876,0.265,0,0.033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.033
1077,0,0,0,0.801,0.881,1,0.85,1,0.157,0.81,0,0.127,0.827,0.453,0,0,0.843,0.622,0.263,0,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.039
1078,0,0,0,0.801,0.881,1,0.85,1,0.189,0.81,0,0.15,0.835,0.464,0,0,0.843,0.528,0.298,0,0.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.055
1079,0,0,0,0.801,0.881,1,0.85,1,0.153,0.81,0,0.149,0.836,0.454,0,0,0.843,0.912,0.24,0,0.083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.083
1080,0,0,0,0.801,0.881,1,0.85,1,0.086,0.81,0,0.138,0.829,0.373,0,0,0.843,0.279,0.123,0,0.114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.114
1081,0,0,0,0.801,0.881,1,0.85,1,0.066,0.81,0,0.132,0.82,0.319,0,0,0.843,0.632,0.402,0,0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.139
1082,0,0,0,0.801,0.881,1,0.85,1,0.069,0.81,0,0.139,0.816,0.283,0,0,0.843,0.749,0.359,0,0.214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.214
1083,0,0,0,0.801,0.881,1,0.85,1,0.065,0.81,0,0.154,0.82,0.311,0,0,0.843,0.911,0.68,0,0.284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.284
1084,0,0,0,0.801,0.881,1,0.85,1,0.057,0.81,0,0.172,0.833,0.316,0,0,0.843,0.587,0.887,0,0.365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.365
1085,0,0,0,0.801,0.881,1,0.85,1,0.116,0.81,0,0.181,0.847,0.302,0,0,0.843,0.409,0.848,0,0.451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.451
1086,0,0,0,0.801,0.881,1,0.85,1,0.222,0.81,0,0.185,0.85,0.288,0,0,0.843,0.326,0.509,0,0.545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.545
