Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,2.0280888076122865e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,4.4106686505474687e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,0.0
AZ_nuclear_1,AZ_uranium,1,1.1982298175562635e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,7.034666746392809e8
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-1.9453899080953383e-10
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,-2.0945572032360358e-10
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,1.7599566991044873e8
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,4.990070722986468e-9
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,4.173982572231133e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,7.123768489866934e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,-2.916860802207296e-11
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,1.9540973620938275e-11
NM_conventional_steam_coal_1,NM_coal,5,3.243960562996826e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,8.145229492267053e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,0.0
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.805941066900731e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,1.2958396644593181e7
PNW_nuclear_1,PNW_uranium,6,7.419231228857209e7
PNW_other_peaker_1,PNW_naturalgas,6,3.1065181300952127e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.798405829582577e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,2.2174491231073073e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,-1.6938429325819018e-11
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,7.815025362885666e-8
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,1.2712413234645411e7
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas,1,0.0
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_conservative_0,AZ_uranium,1,1.725687374036141e-7
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,4.550497707115194e-9
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas,2,-6.171869740358358e-10
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,-3.490027852207355e-8
CA_N_nuclear_nuclear__large_conservative_0,CA_N_uranium,2,1.2174268537813395e-8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-1.861682200906704e-10
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas,3,4.489475210383327e-10
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,-4.825743437701976e-10
CA_S_nuclear_nuclear__large_conservative_0,CA_S_uranium,3,-7.559498607290218e-8
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,9.221909026889214e-12
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas,4,-4.265327139104817e-12
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,-1.6997033266566832e-10
MT_WY_CO_nuclear_nuclear__large_conservative_0,MT_WY_CO_uranium,4,-1.5396424560172042e-8
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,-6.4152410621838e-12
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas,5,1.3952738137439676e-9
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,-2.285627239473343e-9
NM_nuclear_nuclear__large_conservative_0,NM_uranium,5,1.829497753291776e-8
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,1.4995287949152625e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas,6,-2.3724013382369388e-11
