Time_Index,BuyPrice_1,SellPrice_1
1,37.0,36.0
2,38.0,37.0
3,37.0,36.0
4,36.0,35.0
5,36.0,35.0
6,37.0,36.0
7,37.0,36.0
8,38.0,37.0
9,21.0,20.0
10,6.5,5.5
11,6.5,5.5
12,6.5,5.5
13,6.5,5.5
14,6.5,5.5
15,6.5,5.5
16,6.5,5.5
17,9.0,8.0
18,37.0,36.0
19,37.0,36.0
20,37.0,36.0
21,37.0,36.0
22,37.0,36.0
23,37.0,36.0
24,37.0,36.0
25,38.0,37.0
26,38.0,37.0
27,38.0,37.0
28,38.0,37.0
29,38.0,37.0
30,38.0,37.0
31,38.0,37.0
32,38.0,37.0
33,30.0,29.0
34,11.5,10.5
35,11.5,10.5
36,11.5,10.5
37,11.5,10.5
38,10.5,9.5
39,11.5,10.5
40,11.5,10.5
41,19.0,18.0
42,41.0,40.0
43,41.0,40.0
44,41.0,40.0
45,41.0,40.0
46,41.0,40.0
47,41.0,40.0
48,41.0,40.0
49,41.0,40.0
50,40.0,39.0
51,38.0,37.0
52,36.0,35.0
53,36.0,35.0
54,36.0,35.0
55,38.0,37.0
56,39.0,38.0
57,24.0,23.0
58,13.0,12.0
59,13.0,12.0
60,13.0,12.0
61,12.0,11.0
62,13.0,12.0
63,13.0,12.0
64,13.5,12.5
65,26.0,25.0
66,40.0,39.0
67,40.0,39.0
68,40.0,39.0
69,40.0,39.0
70,40.0,39.0
71,40.0,39.0
72,40.0,39.0
73,39.0,38.0
74,39.0,38.0
75,39.0,38.0
76,39.0,38.0
77,39.0,38.0
78,39.0,38.0
79,39.0,38.0
80,39.0,38.0
81,26.0,25.0
82,-5.5,-6.5
83,-5.5,-6.5
84,-5.5,-6.5
85,-5.5,-6.5
86,-5.5,-6.5
87,-5.5,-6.5
88,-5.5,-6.5
89,19.5,18.5
90,41.0,40.0
91,41.0,40.0
92,41.0,40.0
93,41.0,40.0
94,41.0,40.0
95,41.0,40.0
96,41.0,40.0
97,41.0,40.0
98,39.0,38.0
99,39.0,38.0
100,38.0,37.0
101,38.0,37.0
102,38.0,37.0
103,39.0,38.0
104,39.0,38.0
105,19.0,18.0
106,10.0,9.0
107,10.0,9.0
108,10.0,9.0
109,8.0,7.0
110,10.0,9.0
111,10.0,9.0
112,10.0,9.0
113,15.5,14.5
114,36.0,35.0
115,36.0,35.0
116,36.0,35.0
117,36.0,35.0
118,36.0,35.0
119,36.0,35.0
120,36.0,35.0
121,34.0,33.0
122,34.0,33.0
123,34.0,33.0
124,34.0,33.0
125,34.0,33.0
126,34.0,33.0
127,34.0,33.0
128,34.0,33.0
129,14.0,13.0
130,7.5,6.5
131,7.5,6.5
132,7.5,6.5
133,5.5,4.5
134,7.5,6.5
135,7.5,6.5
136,7.5,6.5
137,15.5,14.5
138,40.0,39.0
139,40.0,39.0
140,40.0,39.0
141,40.0,39.0
142,40.0,39.0
143,40.0,39.0
144,40.0,39.0
145,40.0,39.0
146,40.0,39.0
147,39.0,38.0
148,39.0,38.0
149,39.0,38.0
150,40.0,39.0
151,40.0,39.0
152,40.0,39.0
153,39.0,38.0
154,15.5,14.5
155,14.5,13.5
156,14.5,13.5
157,14.5,13.5
158,14.5,13.5
159,14.5,13.5
160,14.5,13.5
161,24.0,23.0
162,41.0,40.0
163,41.0,40.0
164,41.0,40.0
165,41.0,40.0
166,41.0,40.0
167,41.0,40.0
168,41.0,40.0
169,39.0,38.0
170,39.0,38.0
171,38.0,37.0
172,38.0,37.0
173,38.0,37.0
174,39.0,38.0
175,39.0,38.0
176,40.0,39.0
177,28.0,27.0
178,12.0,11.0
179,12.0,11.0
180,12.0,11.0
181,12.0,11.0
182,12.0,11.0
183,12.0,11.0
184,12.0,11.0
185,15.5,14.5
186,38.0,37.0
187,38.0,37.0
188,38.0,37.0
189,38.0,37.0
190,38.0,37.0
191,38.0,37.0
192,38.0,37.0
193,38.0,37.0
194,38.0,37.0
195,38.0,37.0
196,36.0,35.0
197,38.0,37.0
198,38.0,37.0
199,38.0,37.0
200,38.0,37.0
201,27.0,26.0
202,9.5,8.5
203,9.5,8.5
204,9.5,8.5
205,7.5,6.5
206,-5.5,-6.5
207,9.5,8.5
208,9.5,8.5
209,19.0,18.0
210,40.0,39.0
211,40.0,39.0
212,40.0,39.0
213,40.0,39.0
214,40.0,39.0
215,40.0,39.0
