Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,5.56290522043246e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,6.763936700840715e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,2.0967310266388023e-9
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,-1.3768385542789476e-11
AZ_nuclear_1,AZ_uranium,1,1.2132054543966806e8
AZ_other_peaker_1,AZ_naturalgas,1,-1.423926278221188e-9
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,5.0628035702125967e8
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-1.5236336101454261e-7
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,-1.8881458659052444e-10
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,1.7229434314681355e7
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,-4.54165308608449e-9
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,4.0515532582307205e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,7.216920420756516e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,-5.970511398681508e-8
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,7.742219836224254e-9
NM_conventional_steam_coal_1,NM_coal,5,3.2443462005277134e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,7.194345099741248e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,3.179028192860756e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,33.07520000115644
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.4376410580539882e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,1.2832607166787948e7
PNW_nuclear_1,PNW_uranium,6,7.50548559465116e7
PNW_other_peaker_1,PNW_naturalgas,6,3.741130042323794e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.7982976378787774e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,2.0877652425083303e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,20118.792760544402
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,5.724149758634666e-10
UT_NV_other_peaker_1,UT_NV_naturalgas,7,4.715730028692633e-12
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,7.043766352268908e8
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas,1,1.5492503483072186e-9
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_conservative_0,AZ_uranium,1,3.8405173502538933e-7
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,-4.596181215096148e-10
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas,2,1.5827860360739001e-9
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,-9.70084175562423e-10
CA_N_nuclear_nuclear__large_conservative_0,CA_N_uranium,2,5.539615687239098e-8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-2.5812979890506847e-10
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas,3,3.831211958210242e-9
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,-8.02824485747676e-11
CA_S_nuclear_nuclear__large_conservative_0,CA_S_uranium,3,2.199297443535981e-8
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,2.5327630189700725e-10
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas,4,-1.0509588841189917e-11
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,4.020965473472416e-9
MT_WY_CO_nuclear_nuclear__large_conservative_0,MT_WY_CO_uranium,4,-2.415432233610855e-8
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,-9.72150300171393e-12
