Region,Resource,Zone,Cluster,AnnualSum
AZ,AZ_conventional_hydroelectric_1,1,1,6.581148037451125e8
CA_N,CA_N_conventional_hydroelectric_1,2,1,1.670917130177586e9
CA_S,CA_S_conventional_hydroelectric_1,3,1,8.07322291869248e8
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,8.151391966071794e8
PNW,PNW_conventional_hydroelectric_1,6,1,8.49362859201856e9
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6.959079498613728e8
AZ,AZ_conventional_steam_coal_1,1,1,4.780598575751608e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,7.495593525285005e9
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,2.1075900563702305e-11
AZ,AZ_natural_gas_steam_turbine_1,1,1,674051.6244912909
AZ,AZ_nuclear_1,1,1,2.3136078911988387e9
AZ,AZ_other_peaker_1,1,1,118439.06678887154
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,1.8331392412084002e9
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,2.9120109611663006e-9
CA_N,CA_N_nuclear_1,2,1,0.0
CA_N,CA_N_other_peaker_1,2,1,5.616966558423981e-9
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,3.895658934917878e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,1.3811008009081066e-8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,-1.8032467922218044e-7
CA_S,CA_S_other_peaker_1,3,1,0.0
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,3.0996410740559354e9
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,0.0
MT_WY_CO,MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,1,6.362783028986991e-9
MT_WY_CO,MT_WY_CO_natural_gas_steam_turbine_1,4,1,0.0
MT_WY_CO,MT_WY_CO_other_peaker_1,4,1,-1.897790898887847e-8
NM,NM_conventional_steam_coal_1,5,1,2.584397785016198e8
NM,NM_natural_gas_fired_combined_cycle_1,5,1,4.284471300990729e6
NM,NM_natural_gas_fired_combustion_turbine_1,5,1,0.0
NM,NM_natural_gas_steam_turbine_1,5,1,0.0
NM,NM_other_peaker_1,5,1,0.0
PNW,PNW_conventional_steam_coal_1,6,1,0.0
PNW,PNW_natural_gas_fired_combined_cycle_1,6,1,1.1576297394899092e9
PNW,PNW_natural_gas_fired_combustion_turbine_1,6,1,1.95987891060692e8
PNW,PNW_nuclear_1,6,1,1.3735212568211012e9
PNW,PNW_other_peaker_1,6,1,5.021405160138042e7
