Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,0.0
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,2.487162740259319e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,0.0
AZ_nuclear_1,AZ_uranium,1,1.235693385309833e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,461183.20922784443
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-2.530338194360194e-8
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,0.0
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,9.78387138491685e-10
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,248065.256156271
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,6.903037595782319e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,2.18217611784475e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,-3.896930439311421e-9
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,110392.05896786157
NM_conventional_steam_coal_1,NM_coal,5,3.077621394726067e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,1.3883199939542592e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,-3.1960773169787766e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,-5.744604030561669e-12
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.8534854251194653e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,4.723443116455006e7
PNW_nuclear_1,PNW_uranium,6,7.754242102778642e7
PNW_other_peaker_1,PNW_naturalgas,6,1.074187407436221e7
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,3.5350583636616284e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,2.69790622881026e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,469972.56727915426
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,-2.274199648257179e-9
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,3.0678968531474215e8
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,AZ_naturalgas,1,7.796976908534512e7
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_advanced_0,AZ_uranium,1,9.532329285113026e-7
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,-5.1836401111435196e-11
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_N_naturalgas,2,-1.0252306310576388e-10
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,-3.8098626087698253e-8
CA_N_nuclear_nuclear__large_advanced_0,CA_N_uranium,2,4.826564626543454e8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-1.267415947430501e-10
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_S_naturalgas,3,-7.762333134451182e-11
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,3.0736838845249226e-7
CA_S_nuclear_nuclear__large_advanced_0,CA_S_uranium,3,1.2650554618319857e9
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,-1.39968895902192e-11
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,1.414971655397623e6
MT_WY_CO_nuclear_nuclear__large_advanced_0,MT_WY_CO_uranium,4,-5.403205906695518e-9
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,0.0
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,NM_naturalgas,5,1.0173746670716356e-11
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,299642.87005062075
NM_nuclear_nuclear__large_advanced_0,NM_uranium,5,-4.0485481633822945e-9
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,1.4026759883104198e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,PNW_naturalgas,6,1.9014260033145548e-11
PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_naturalgas,6,0.0
PNW_nuclear_nuclear__large_advanced_0,PNW_uranium,6,-7.027640170690884e-8
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas,7,8.50868292747566e8
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,UT_NV_naturalgas,7,1.2306827557040381e-12
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_naturalgas,7,-8.717796195664308e-10
UT_NV_nuclear_nuclear__large_advanced_0,UT_NV_uranium,7,-1.3116670944540714e-7
CA_S_nuclear_1,AZ_uranium,3,7.269854607392046e7
NM_nuclear_1,AZ_uranium,5,6.85504900140369e7
