Time_Index,CO2_tons_MWh_1
1,0.44
2,0.43
3,0.46
4,0.42
5,0.42
6,0.46
7,0.43
8,0.45
9,0.42
10,0.42
11,0.42
12,0.45
13,0.42
14,0.46
15,0.43
16,0.45
17,0.44
18,0.44
19,0.46
20,0.44
21,0.43
22,0.46
23,0.45
24,0.45
25,0.46
26,0.45
27,0.43
28,0.44
29,0.42
30,0.46
31,0.44
32,0.42
33,0.42
34,0.44
35,0.44
36,0.46
37,0.44
38,0.44
39,0.45
40,0.46
41,0.42
42,0.42
43,0.42
44,0.42
45,0.43
46,0.43
47,0.46
48,0.46
49,0.46
50,0.42
51,0.46
52,0.44
53,0.45
54,0.45
55,0.43
56,0.43
57,0.42
58,0.45
59,0.43
60,0.46
61,0.44
62,0.46
63,0.43
64,0.44
65,0.44
66,0.43
67,0.43
68,0.44
69,0.44
70,0.44
71,0.43
72,0.42
73,0.43
74,0.43
75,0.42
76,0.45
77,0.42
78,0.44
79,0.45
80,0.42
81,0.42
82,0.44
83,0.43
84,0.42
85,0.46
86,0.43
87,0.46
88,0.42
89,0.44
90,0.46
91,0.42
92,0.43
93,0.44
94,0.46
95,0.42
96,0.43
97,0.46
98,0.46
99,0.45
100,0.42
101,0.45
102,0.45
103,0.46
104,0.46
105,0.42
106,0.43
107,0.43
108,0.46
109,0.44
110,0.45
111,0.46
112,0.46
113,0.46
114,0.45
115,0.45
116,0.44
117,0.46
118,0.45
119,0.46
120,0.44
121,0.46
122,0.43
123,0.44
124,0.43
125,0.42
126,0.44
127,0.43
128,0.45
129,0.43
130,0.44
131,0.45
132,0.43
133,0.46
134,0.42
135,0.43
136,0.45
137,0.43
138,0.43
139,0.46
140,0.46
141,0.46
142,0.46
143,0.43
144,0.43
145,0.46
146,0.46
147,0.45
148,0.45
149,0.44
150,0.44
151,0.43
152,0.44
153,0.45
154,0.42
155,0.45
156,0.42
157,0.45
158,0.46
159,0.45
160,0.44
161,0.42
162,0.44
163,0.42
164,0.44
165,0.43
166,0.46
167,0.45
168,0.42
169,0.46
170,0.44
171,0.42
172,0.44
173,0.42
174,0.45
175,0.46
176,0.44
177,0.45
178,0.46
179,0.43
180,0.42
181,0.44
182,0.45
183,0.46
184,0.42
185,0.44
186,0.43
187,0.45
188,0.46
189,0.43
190,0.46
191,0.43
192,0.45
193,0.42
194,0.46
195,0.45
196,0.45
197,0.42
198,0.46
199,0.43
200,0.44
201,0.45
202,0.43
203,0.42
204,0.44
205,0.46
206,0.44
207,0.43
208,0.46
209,0.45
210,0.44
211,0.42
212,0.42
213,0.44
214,0.44
215,0.45
216,0.43
217,0.43
218,0.45
219,0.42
220,0.46
221,0.43
222,0.46
223,0.42
224,0.46
225,0.45
226,0.45
227,0.46
228,0.42
229,0.43
230,0.42
231,0.42
232,0.44
233,0.44
234,0.46
235,0.45
236,0.46
237,0.45
238,0.44
239,0.46
240,0.46
241,0.44
242,0.45
243,0.44
244,0.45
245,0.46
246,0.42
247,0.44
248,0.46
249,0.42
250,0.42
251,0.46
252,0.44
253,0.45
254,0.45
255,0.46
256,0.42
257,0.45
258,0.42
259,0.46
260,0.44
261,0.43
262,0.46
263,0.44
264,0.44
265,0.44
266,0.43
267,0.42
268,0.44
269,0.43
270,0.46
271,0.42
272,0.46
273,0.42
274,0.45
275,0.44
276,0.45
277,0.44
278,0.46
279,0.43
280,0.44
281,0.43
282,0.42
283,0.42
284,0.46
285,0.42
286,0.45
287,0.45
288,0.44
289,0.46
290,0.46
291,0.42
292,0.44
293,0.46
294,0.46
295,0.45
296,0.44
297,0.42
298,0.45
299,0.42
300,0.46
301,0.46
302,0.45
303,0.44
304,0.46
305,0.46
306,0.44
307,0.42
308,0.43
309,0.46
310,0.43
311,0.42
312,0.44
313,0.44
314,0.43
315,0.45
316,0.43
317,0.46
318,0.46
319,0.43
320,0.44
321,0.43
322,0.46
323,0.46
324,0.44
325,0.45
326,0.44
327,0.42
328,0.43
329,0.43
330,0.42
331,0.42
332,0.43
333,0.46
334,0.43
335,0.44
336,0.42
337,0.46
338,0.44
339,0.45
340,0.44
341,0.44
342,0.42
343,0.46
344,0.45
345,0.46
346,0.44
347,0.43
348,0.43
349,0.44
350,0.46
351,0.46
352,0.42
353,0.44
354,0.45
355,0.42
356,0.44
357,0.44
358,0.43
359,0.44
360,0.45
361,0.44
362,0.42
363,0.44
364,0.43
365,0.43
366,0.45
367,0.44
368,0.44
369,0.45
370,0.46
371,0.44
372,0.43
373,0.43
374,0.45
375,0.44
376,0.46
377,0.46
378,0.42
379,0.44
380,0.45
381,0.43
382,0.43
383,0.46
384,0.44
385,0.44
386,0.43
387,0.45
388,0.46
389,0.42
390,0.44
391,0.44
392,0.43
393,0.46
394,0.42
395,0.44
396,0.43
397,0.43
398,0.42
399,0.45
400,0.42
401,0.44
402,0.42
403,0.44
404,0.42
405,0.42
406,0.44
407,0.44
408,0.43
409,0.42
410,0.44
411,0.45
412,0.42
413,0.45
414,0.44
415,0.45
416,0.46
417,0.45
418,0.44
419,0.44
420,0.42
421,0.45
422,0.42
423,0.46
424,0.45
425,0.46
426,0.45
427,0.43
428,0.45
429,0.42
430,0.45
431,0.44
432,0.44
433,0.42
434,0.46
435,0.44
436,0.44
437,0.44
438,0.42
439,0.42
440,0.44
441,0.42
442,0.43
443,0.45
444,0.44
445,0.42
446,0.44
447,0.45
448,0.43
449,0.44
450,0.42
451,0.42
452,0.43
453,0.42
454,0.43
455,0.46
456,0.43
457,0.43
458,0.45
459,0.45
460,0.43
461,0.43
462,0.44
463,0.42
464,0.45
465,0.44
466,0.42
467,0.45
468,0.45
469,0.42
470,0.44
471,0.42
472,0.45
473,0.44
474,0.45
475,0.44
476,0.46
477,0.42
478,0.46
479,0.45
480,0.45
481,0.42
482,0.44
483,0.42
484,0.43
485,0.43
486,0.43
487,0.44
488,0.44
489,0.42
490,0.45
491,0.44
492,0.46
493,0.46
494,0.45
495,0.46
496,0.45
497,0.43
498,0.44
499,0.44
500,0.43
501,0.43
502,0.45
503,0.44
504,0.44
505,0.42
506,0.44
507,0.42
508,0.46
509,0.43
510,0.44
511,0.43
512,0.46
513,0.44
514,0.46
515,0.43
516,0.46
517,0.42
518,0.43
519,0.44
520,0.44
521,0.43
522,0.42
523,0.43
524,0.43
525,0.43
526,0.44
527,0.43
528,0.45
529,0.46
530,0.45
531,0.45
532,0.46
533,0.44
534,0.44
535,0.44
536,0.46
537,0.43
538,0.45
539,0.42
540,0.44
541,0.43
542,0.46
543,0.45
544,0.43
545,0.42
546,0.43
547,0.44
548,0.42
549,0.44
550,0.44
551,0.42
552,0.42
553,0.46
554,0.46
555,0.42
556,0.43
557,0.43
558,0.45
559,0.43
560,0.44
561,0.43
562,0.46
563,0.46
564,0.44
565,0.43
566,0.42
567,0.45
568,0.45
569,0.45
570,0.46
571,0.46
572,0.44
573,0.42
574,0.43
575,0.45
576,0.46
577,0.43
578,0.46
579,0.45
580,0.43
581,0.46
582,0.42
583,0.45
584,0.42
585,0.45
586,0.45
587,0.45
588,0.45
589,0.42
590,0.44
591,0.44
592,0.46
593,0.43
594,0.42
595,0.46
596,0.46
597,0.45
598,0.42
599,0.42
600,0.44
601,0.44
602,0.44
603,0.42
604,0.42
605,0.42
606,0.46
607,0.44
608,0.44
609,0.44
610,0.43
611,0.45
612,0.46
613,0.43
614,0.44
615,0.43
616,0.45
617,0.46
618,0.46
619,0.46
620,0.44
621,0.46
622,0.42
623,0.46
624,0.44
625,0.44
626,0.42
627,0.42
628,0.45
629,0.46
630,0.45
631,0.45
632,0.44
633,0.43
634,0.44
635,0.43
636,0.42
637,0.44
638,0.46
639,0.42
640,0.44
641,0.43
642,0.43
643,0.42
644,0.44
645,0.44
646,0.43
647,0.44
648,0.42
649,0.43
650,0.43
651,0.42
652,0.44
653,0.43
654,0.43
655,0.42
656,0.46
657,0.42
658,0.46
659,0.45
660,0.42
661,0.45
662,0.46
663,0.42
664,0.46
665,0.45
666,0.44
667,0.43
668,0.45
669,0.46
670,0.43
671,0.44
672,0.44
673,0.43
674,0.46
675,0.44
676,0.46
677,0.43
678,0.44
679,0.44
680,0.44
681,0.46
682,0.42
683,0.44
684,0.45
685,0.43
686,0.46
687,0.46
688,0.42
689,0.42
690,0.46
691,0.44
692,0.43
693,0.46
694,0.46
695,0.46
696,0.45
697,0.42
698,0.42
699,0.45
700,0.45
701,0.45
702,0.45
703,0.42
704,0.46
705,0.43
706,0.44
707,0.46
708,0.44
709,0.44
710,0.43
711,0.43
712,0.44
713,0.42
714,0.42
715,0.45
716,0.46
717,0.45
718,0.44
719,0.43
720,0.45
721,0.43
722,0.46
723,0.46
724,0.43
725,0.46
726,0.46
727,0.43
728,0.43
729,0.43
730,0.46
731,0.46
732,0.45
733,0.43
734,0.44
735,0.42
736,0.44
737,0.44
738,0.42
739,0.45
740,0.46
741,0.43
742,0.42
743,0.42
744,0.46
745,0.43
746,0.45
747,0.44
748,0.42
749,0.44
750,0.46
751,0.45
752,0.43
753,0.46
754,0.44
755,0.44
756,0.45
757,0.43
758,0.44
759,0.44
760,0.44
761,0.44
762,0.42
763,0.42
764,0.42
765,0.45
766,0.44
767,0.44
768,0.43
769,0.42
770,0.45
771,0.44
772,0.42
773,0.43
774,0.45
775,0.42
776,0.42
777,0.42
778,0.43
779,0.42
780,0.44
781,0.45
782,0.44
783,0.44
784,0.43
785,0.45
786,0.42
787,0.42
788,0.45
789,0.45
790,0.46
791,0.45
792,0.44
793,0.45
794,0.46
795,0.42
796,0.42
797,0.43
798,0.45
799,0.45
800,0.43
801,0.44
802,0.43
803,0.46
804,0.44
805,0.46
806,0.45
807,0.44
808,0.42
809,0.45
810,0.46
811,0.45
812,0.42
813,0.46
814,0.43
815,0.46
816,0.42
817,0.44
818,0.43
819,0.43
820,0.45
821,0.42
822,0.45
823,0.42
824,0.43
825,0.46
826,0.43
827,0.45
828,0.43
829,0.46
830,0.42
831,0.42
832,0.44
833,0.44
834,0.45
835,0.45
836,0.42
837,0.46
838,0.46
839,0.44
840,0.44
841,0.44
842,0.46
843,0.43
844,0.45
845,0.43
846,0.42
847,0.45
848,0.43
849,0.42
850,0.45
851,0.44
852,0.43
853,0.43
854,0.46
855,0.43
856,0.42
857,0.44
858,0.44
859,0.45
860,0.44
861,0.44
862,0.45
863,0.44
864,0.46
865,0.44
866,0.43
867,0.42
868,0.44
869,0.43
870,0.44
871,0.42
872,0.45
873,0.45
874,0.45
875,0.46
876,0.42
877,0.45
878,0.45
879,0.42
880,0.43
881,0.43
882,0.44
883,0.44
884,0.46
885,0.43
886,0.44
887,0.43
888,0.46
889,0.42
890,0.43
891,0.44
892,0.42
893,0.45
894,0.42
895,0.44
896,0.42
897,0.46
898,0.45
899,0.44
900,0.44
901,0.42
902,0.46
903,0.43
904,0.43
905,0.42
906,0.42
907,0.43
908,0.42
909,0.44
910,0.42
911,0.45
912,0.46
913,0.45
914,0.45
915,0.44
916,0.44
917,0.46
918,0.43
919,0.44
920,0.42
921,0.45
922,0.42
923,0.42
924,0.46
925,0.46
926,0.46
927,0.45
928,0.44
929,0.45
930,0.43
931,0.43
932,0.45
933,0.43
934,0.42
935,0.44
936,0.42
937,0.44
938,0.44
939,0.45
940,0.46
941,0.42
942,0.46
943,0.42
944,0.45
945,0.45
946,0.46
947,0.44
948,0.43
949,0.44
950,0.42
951,0.42
952,0.43
953,0.42
954,0.45
955,0.44
956,0.44
957,0.44
958,0.44
959,0.43
960,0.42
961,0.45
962,0.46
963,0.45
964,0.42
965,0.43
966,0.43
967,0.46
968,0.45
969,0.45
970,0.43
971,0.42
972,0.45
973,0.43
974,0.43
975,0.43
976,0.42
977,0.45
978,0.43
979,0.44
980,0.43
981,0.46
982,0.43
983,0.44
984,0.43
985,0.43
986,0.46
987,0.44
988,0.46
989,0.42
990,0.43
991,0.44
992,0.46
993,0.42
994,0.46
995,0.46
996,0.42
997,0.46
998,0.44
999,0.44
1000,0.44
1001,0.43
1002,0.45
1003,0.46
1004,0.43
1005,0.46
1006,0.43
1007,0.43
1008,0.45
1009,0.43
1010,0.43
1011,0.44
1012,0.44
1013,0.43
1014,0.43
1015,0.44
1016,0.43
1017,0.43
1018,0.45
1019,0.42
1020,0.45
1021,0.43
1022,0.42
1023,0.46
1024,0.45
1025,0.42
1026,0.43
1027,0.42
1028,0.45
1029,0.44
1030,0.43
1031,0.44
1032,0.44
1033,0.45
1034,0.46
1035,0.44
1036,0.43
1037,0.42
1038,0.44
1039,0.43
1040,0.45
1041,0.42
1042,0.43
1043,0.46
1044,0.46
1045,0.46
1046,0.42
1047,0.43
1048,0.42
1049,0.44
1050,0.45
1051,0.43
1052,0.46
1053,0.43
1054,0.45
1055,0.44
1056,0.42
1057,0.44
1058,0.44
1059,0.45
1060,0.43
1061,0.42
1062,0.43
1063,0.42
1064,0.44
1065,0.43
1066,0.46
1067,0.42
1068,0.44
1069,0.46
1070,0.44
1071,0.46
1072,0.44
1073,0.46
1074,0.46
1075,0.44
1076,0.44
1077,0.42
1078,0.43
