Time_Index,CO2_tons_MWh_1
1,0.42
2,0.44
3,0.43
4,0.44
5,0.46
6,0.42
7,0.42
8,0.44
9,0.46
10,0.46
11,0.43
12,0.46
13,0.44
14,0.43
15,0.45
16,0.43
17,0.44
18,0.44
19,0.43
20,0.45
21,0.43
22,0.46
23,0.45
24,0.43
25,0.45
26,0.42
27,0.43
28,0.45
29,0.44
30,0.46
31,0.42
32,0.45
33,0.44
34,0.43
35,0.42
36,0.43
37,0.46
38,0.45
39,0.45
40,0.42
41,0.42
42,0.42
43,0.44
44,0.46
45,0.46
46,0.46
47,0.42
48,0.42
49,0.45
50,0.43
51,0.43
52,0.43
53,0.45
54,0.42
55,0.42
56,0.46
57,0.42
58,0.45
59,0.46
60,0.44
61,0.42
62,0.45
63,0.45
64,0.43
65,0.45
66,0.44
67,0.45
68,0.44
69,0.46
70,0.46
71,0.46
72,0.46
73,0.45
74,0.42
75,0.44
76,0.46
77,0.45
78,0.43
79,0.44
80,0.45
81,0.42
82,0.42
83,0.42
84,0.44
85,0.42
86,0.45
87,0.45
88,0.46
89,0.42
90,0.46
91,0.42
92,0.42
93,0.42
94,0.43
95,0.42
96,0.42
97,0.42
98,0.43
99,0.42
100,0.46
101,0.45
102,0.43
103,0.42
104,0.46
105,0.43
106,0.44
107,0.44
108,0.46
109,0.43
110,0.42
111,0.45
112,0.43
113,0.45
114,0.43
115,0.44
116,0.42
117,0.43
118,0.42
119,0.42
120,0.43
121,0.45
122,0.45
123,0.44
124,0.43
125,0.43
126,0.46
127,0.46
128,0.45
129,0.44
130,0.43
131,0.43
132,0.43
133,0.43
134,0.45
135,0.45
136,0.45
137,0.46
138,0.44
139,0.45
140,0.45
141,0.43
142,0.45
143,0.45
144,0.46
145,0.44
146,0.43
147,0.46
148,0.45
149,0.43
150,0.46
151,0.44
152,0.45
153,0.44
154,0.43
155,0.42
156,0.45
157,0.42
158,0.45
159,0.43
160,0.42
161,0.44
162,0.46
163,0.42
164,0.43
165,0.43
166,0.43
167,0.45
168,0.45
169,0.43
170,0.46
171,0.44
172,0.45
173,0.45
174,0.44
175,0.45
176,0.44
177,0.44
178,0.42
179,0.46
180,0.42
181,0.43
182,0.43
183,0.45
184,0.45
185,0.43
186,0.45
187,0.42
188,0.43
189,0.44
190,0.43
191,0.44
192,0.42
193,0.44
194,0.45
195,0.45
196,0.46
197,0.44
198,0.45
199,0.44
200,0.46
201,0.43
202,0.44
203,0.45
204,0.44
205,0.42
206,0.43
207,0.46
208,0.44
209,0.42
210,0.42
211,0.42
212,0.45
213,0.46
214,0.43
215,0.42
216,0.46
217,0.44
218,0.42
219,0.43
220,0.45
221,0.46
222,0.45
223,0.43
224,0.46
225,0.45
226,0.43
227,0.44
228,0.42
229,0.43
230,0.45
231,0.44
232,0.43
233,0.43
234,0.45
235,0.45
236,0.42
237,0.44
238,0.45
239,0.42
240,0.44
241,0.45
242,0.45
243,0.46
244,0.46
245,0.45
246,0.44
247,0.42
248,0.43
249,0.46
250,0.42
251,0.43
252,0.44
253,0.43
254,0.43
255,0.45
256,0.46
257,0.43
258,0.43
259,0.44
260,0.45
261,0.46
262,0.44
263,0.46
264,0.44
265,0.43
266,0.46
267,0.42
268,0.45
269,0.44
270,0.45
271,0.46
272,0.45
273,0.45
274,0.44
275,0.45
276,0.43
277,0.45
278,0.46
279,0.46
280,0.43
281,0.42
282,0.45
283,0.42
284,0.44
285,0.43
286,0.45
287,0.46
288,0.44
289,0.45
290,0.42
291,0.42
292,0.44
293,0.43
294,0.44
295,0.45
296,0.43
297,0.43
298,0.46
299,0.46
300,0.46
301,0.42
302,0.43
303,0.44
304,0.43
305,0.44
306,0.46
307,0.45
308,0.44
309,0.43
310,0.42
311,0.43
312,0.42
313,0.43
314,0.46
315,0.46
316,0.46
317,0.42
318,0.43
319,0.45
320,0.42
321,0.42
322,0.42
323,0.45
324,0.45
325,0.44
326,0.46
327,0.45
328,0.46
329,0.42
330,0.42
331,0.42
332,0.46
333,0.43
334,0.44
335,0.42
336,0.43
337,0.43
338,0.43
339,0.45
340,0.42
341,0.46
342,0.46
343,0.43
344,0.45
345,0.42
346,0.44
347,0.44
348,0.43
349,0.43
350,0.44
351,0.43
352,0.43
353,0.43
354,0.45
355,0.45
356,0.42
357,0.43
358,0.45
359,0.44
