Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,5.726178695447177e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,4.4434175603427684e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,4.044957179611212e-9
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,-1.2255811889190182e-8
AZ_nuclear_1,AZ_uranium,1,1.2605025923999743e8
AZ_other_peaker_1,AZ_naturalgas,1,1.934250558940676e-8
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,570957.1174991518
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-2.5186879154370256e-8
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,-1.1131618521178923e-10
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,1.8966800172934416e-7
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,376789.0854160044
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,6.834921546821533e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,1.870587082795462e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,4.885467232611518e-9
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,5.6045678320515436e-11
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,103499.51220000797
NM_conventional_steam_coal_1,NM_coal,5,3.111813527752182e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,716390.6994071223
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,-1.0617916533561812e-8
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,-1.1346742212481333e-11
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.864863968736972e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,4.788906634113749e7
PNW_nuclear_1,PNW_uranium,6,7.90992522000007e7
PNW_other_peaker_1,PNW_naturalgas,6,1.0335723645634035e7
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.2394496314098597e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,2.7012869763030744e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,174688.0471567827
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,5.1462208332964105e-9
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,5.687277887383125e8
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,AZ_naturalgas,1,-1.5098066796781492e-11
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,1.6912824018315106e-9
AZ_nuclear_nuclear__large_advanced_0,AZ_uranium,1,3.501004680663966e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,-4.77761099253777e-11
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_N_naturalgas,2,-1.394644272068035e-10
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,-7.569130292982405e-8
CA_N_nuclear_nuclear__large_advanced_0,CA_N_uranium,2,4.5913840394019544e8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-6.794824522720384e-11
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_S_naturalgas,3,-2.061161012534285e-10
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,3.478555993405323e-8
CA_S_nuclear_nuclear__large_advanced_0,CA_S_uranium,3,1.276998161249995e9
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,1.6067371817030108e-11
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,MT_WY_CO_naturalgas,4,-3.52288225258235e-11
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,1.1650894761822354e6
MT_WY_CO_nuclear_nuclear__large_advanced_0,MT_WY_CO_uranium,4,-1.8065431156191726e-8
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,-9.220031127465944e-13
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,NM_naturalgas,5,3.1454305826628095e-13
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,-7.264073694557284e-9
NM_nuclear_nuclear__large_advanced_0,NM_uranium,5,-9.027869576419479e-10
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,1.3843689417858853e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,PNW_naturalgas,6,7.269909474416637e-11
PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_naturalgas,6,-3.8045298115970844e-9
PNW_nuclear_nuclear__large_advanced_0,PNW_uranium,6,-1.5353879707769027e-7
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas,7,6.007435001188715e8
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,UT_NV_naturalgas,7,-1.7614411262911743e-11
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_naturalgas,7,-2.809472827417873e-9
UT_NV_nuclear_nuclear__large_advanced_0,UT_NV_uranium,7,-6.201164111258396e-8
CA_S_nuclear_1,AZ_uranium,3,7.41581260199991e7
NM_nuclear_1,AZ_uranium,5,7.010218844789772e7
