Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,CapRes_4,AnnualSum
AZ,AZ_conventional_hydroelectric_1,1,1,0.0,0.0,7.550044201493447e7,0.0,7.550044201493447e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2.2314797247022405e7,0.0,0.0,0.0,2.2314797247022405e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,3.4321698884779215e6,0.0,0.0,0.0,3.4321698884779215e6
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,0.0,0.0,0.0,0.0,0.0
PNW,PNW_conventional_hydroelectric_1,6,1,0.0,0.0,0.0,0.0,0.0
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,0.0,1.729402843715628e7,0.0,0.0,1.729402843715628e7
AZ,AZ_conventional_steam_coal_1,1,1,0.0,0.0,2.5723515693215764e8,0.0,2.5723515693215764e8
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,0.0,0.0,6.689539393770552e8,0.0,6.689539393770552e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,0.0,0.0,1.5142938222462717e8,0.0,1.5142938222462717e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,0.0,0.0,5.7148285524241894e7,0.0,5.7148285524241894e7
AZ,AZ_nuclear_1,1,1,0.0,0.0,1.2449095642347324e8,0.0,1.2449095642347324e8
AZ,AZ_other_peaker_1,1,1,0.0,0.0,1.2352717298589101e7,0.0,1.2352717298589101e7
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,6.382061138610454e8,0.0,0.0,0.0,6.382061138610454e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,2.743021138041809e8,0.0,0.0,0.0,2.743021138041809e8
CA_N,CA_N_nuclear_1,2,1,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,3.513566121504745e7,0.0,0.0,0.0,3.513566121504745e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,8.041707930211997e8,0.0,0.0,0.0,8.041707930211997e8
