Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,1.029600398657626e7
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,5.0231753266001254e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,188120.79876764643
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,0.0
AZ_nuclear_1,AZ_uranium,1,1.2567778195731172e8
AZ_other_peaker_1,AZ_naturalgas,1,5.275444620764741e6
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,8.048197319355448e8
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,1.9448214709507416e-8
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,1.0069720701721965e-10
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,4.439456955228573e8
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,4.15608208509948e-9
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,4.1117225135392465e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,8.488886219579328e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,269526.8217478704
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,1.2802857123998231e-8
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,-3.952656330241667e-11
NM_conventional_steam_coal_1,NM_coal,5,3.514673874157337e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,3.910773791111609e7
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,5.375901309889742e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,231.52640000000002
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,3.368819481528279e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,8.137968370267427e6
PNW_nuclear_1,PNW_uranium,6,7.886551468371494e7
PNW_other_peaker_1,PNW_naturalgas,6,3.4080813252881216e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,5.1073403411569434e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,2.0598143598080954e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,0.0
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,4.7523542434646516e-11
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas,1,0.0
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_conservative_0,AZ_uranium,1,-3.6655829053132665e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,0.0
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas,2,-6.74241456204972e-10
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,-2.4658007521560783e-8
CA_N_nuclear_nuclear__large_conservative_0,CA_N_uranium,2,3.404180227690138e-9
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,1.2696679245034303e-8
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas,3,-7.774223808170376e-10
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,2.8076769175999735e-8
CA_S_nuclear_nuclear__large_conservative_0,CA_S_uranium,3,-3.3556651028680134e-9
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,-2.3009915514460308e-10
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas,4,1.4289143646095686e-11
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,1.3472806870140631e-11
MT_WY_CO_nuclear_nuclear__large_conservative_0,MT_WY_CO_uranium,4,8.698308653354303e-9
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,-1.3937990052781406e-8
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas,5,-2.0477381212913317e-10
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,-6.070480568715747e-9
NM_nuclear_nuclear__large_conservative_0,NM_uranium,5,-2.6112007556200475e-9
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,3.477605568079793e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas,6,7.599177186940713e-10
PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_naturalgas,6,1.4109257660623241e-11
PNW_nuclear_nuclear__large_conservative_0,PNW_uranium,6,-5.7630670763853004e-8
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas,7,5.990967534302495e9
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas,7,1.0564078635866286e-10
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_naturalgas,7,0.0
UT_NV_nuclear_nuclear__large_conservative_0,UT_NV_uranium,7,-1.4832911569208023e-8
CA_S_nuclear_1,AZ_uranium,3,7.393898948322757e7
NM_nuclear_1,AZ_uranium,5,6.7057226885108784e7
