Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,3.1553779038389274e6
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,5.008915575731362e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,230887.54080167867
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,3.3175725076874007e7
AZ_nuclear_1,AZ_uranium,1,1.084972923666256e8
AZ_other_peaker_1,AZ_naturalgas,1,5.885410061459233e6
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,7.500140870731425e8
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-1.902642971539795e-11
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,-2.5735421381568863e-9
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,2.0714611374970862e8
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,1.4173695360243855e-10
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,4.0407481232864626e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,6.46291897775653e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,1.4600199437251968e-11
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,-2.4085156269393338e-11
NM_conventional_steam_coal_1,NM_coal,5,3.2429022324707624e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,3.1049938834395166e7
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,1.812773131908736e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,194.11529142857154
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.6450746989328653e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,1.232439222415099e7
PNW_nuclear_1,PNW_uranium,6,7.494038394845572e7
PNW_other_peaker_1,PNW_naturalgas,6,3.904427614629393e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.796901384716079e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,2.3014117317668065e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,9.999848771258259e-11
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,1.7209451441755972e-8
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas,1,0.0
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_conservative_0,AZ_uranium,1,-1.22133379344962e-7
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,0.0
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas,2,2.042241402725332e-9
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,5.146821087794793e-8
CA_N_nuclear_nuclear__large_conservative_0,CA_N_uranium,2,5.3818059072116135e-8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,3.6146103711032414e-9
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas,3,-1.5129491074801342e-11
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,-1.1757653995336226e-8
CA_S_nuclear_nuclear__large_conservative_0,CA_S_uranium,3,1.8002245076418952e-8
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,-8.487369920780076e-10
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas,4,4.521246767451106e-11
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,1.837517109899117e-12
MT_WY_CO_nuclear_nuclear__large_conservative_0,MT_WY_CO_uranium,4,-2.410583985201775e-9
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,-1.1664074658516e-12
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas,5,2.6231761905494624e-11
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,1.0678558416949662e-9
NM_nuclear_nuclear__large_conservative_0,NM_uranium,5,3.108296613696383e-8
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,1.5809856066211486e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas,6,5.799203271245851e-11
PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_naturalgas,6,-8.871860960165839e-12
PNW_nuclear_nuclear__large_conservative_0,PNW_uranium,6,4.1632867333607493e-8
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas,7,2.5281289366461415e9
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas,7,-1.1345770190018813e-10
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_naturalgas,7,0.0
UT_NV_nuclear_nuclear__large_conservative_0,UT_NV_uranium,7,-1.1042017837181848e-7
CA_S_nuclear_1,AZ_uranium,3,7.049322982306482e7
NM_nuclear_1,AZ_uranium,5,5.811981693604282e7
