Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,5.93041420662803e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,4.562521223478777e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,-1.2036417631731768e-8
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,-2.417255018372087e-12
AZ_nuclear_1,AZ_uranium,1,1.2605025923999761e8
AZ_other_peaker_1,AZ_naturalgas,1,2.237945549105852e-8
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,2.206624016489713e8
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-5.211301330600037e-8
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,1.9469546678010376e-10
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,6.943226694936487e6
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,7.528835117898866e-8
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,3.943928275676953e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,9.066993483791885e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,1.4359110855232978e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,2.4645413777404565e-8
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,-6.1181113955512975e-9
NM_conventional_steam_coal_1,NM_coal,5,3.559448854067573e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,8.230382641925281e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,-4.166295335800945e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.8770426256440216e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,1.7584058317609422e7
PNW_nuclear_1,PNW_uranium,6,7.909886985653092e7
PNW_other_peaker_1,PNW_naturalgas,6,4.1220020756525807e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.9408917751609105e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,3.331688338809611e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,206194.8384552214
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,8876.48513529757
UT_NV_other_peaker_1,UT_NV_naturalgas,7,7860.753341806604
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,9.670193102979114e8
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,AZ_naturalgas,1,0.0
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,-7.860699246131297e-9
AZ_nuclear_nuclear__large_advanced_0,AZ_uranium,1,-7.077282431100507e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,1.0435057967177793e-9
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_N_naturalgas,2,-3.566019586287439e-11
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,4.445614850846912e-8
CA_N_nuclear_nuclear__large_advanced_0,CA_N_uranium,2,5.835765653961182e8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-1.5774558515382562e-6
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_S_naturalgas,3,8.004376713870444e-11
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,-4.954457690799119e-8
CA_S_nuclear_nuclear__large_advanced_0,CA_S_uranium,3,9.219231062021071e8
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,1.90201465436977e-9
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,MT_WY_CO_naturalgas,4,4.9227310228161525e-12
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,-1.40633275545302e-8
MT_WY_CO_nuclear_nuclear__large_advanced_0,MT_WY_CO_uranium,4,-1.4368641648873638e-8
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,9.342923801471312e-10
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,NM_naturalgas,5,5.6919077451311766e-12
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,-3.9524993033930005e-9
NM_nuclear_nuclear__large_advanced_0,NM_uranium,5,1.8340343750731375e-9
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,1.7756522729563565e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,PNW_naturalgas,6,-1.7885288343677525e-10
PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_naturalgas,6,6.421053048976734e7
PNW_nuclear_nuclear__large_advanced_0,PNW_uranium,6,2.3073182924271406e-8
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas,7,1.9130308013355541e9
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,UT_NV_naturalgas,7,0.0
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_naturalgas,7,3.2854805924996208e-9
UT_NV_nuclear_nuclear__large_advanced_0,UT_NV_uranium,7,-5.9688566776683355e-9
CA_S_nuclear_1,AZ_uranium,3,7.415812601999903e7
NM_nuclear_1,AZ_uranium,5,6.745331732209414e7
