Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,5.562917420988241e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,6.659264965915668e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,-1.0325006119923534e-10
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,-4.143865745780725e-12
AZ_nuclear_1,AZ_uranium,1,1.2132299298808649e8
AZ_other_peaker_1,AZ_naturalgas,1,1.944967057170289e-8
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,5.095429058014358e8
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-6.588441224012817e-9
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,-4.499588799353663e-9
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,1.7104599469133873e7
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,8.208818782427619e-8
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,4.030623753226511e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,7.343824608514849e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,-4.327139611452482e-9
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,-1.0835342154028437e-11
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,-3.6117912336359435e-11
NM_conventional_steam_coal_1,NM_coal,5,3.2441866105708603e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,6.903665303753758e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,1.61202189376018e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,64.70509714084918
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.396998804739123e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,1.1904929191329233e7
PNW_nuclear_1,PNW_uranium,6,7.503746299632539e7
PNW_other_peaker_1,PNW_naturalgas,6,3.5773821761368886e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.798361629950395e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,1.972709242666615e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,10081.992922284959
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,0.0
UT_NV_other_peaker_1,UT_NV_naturalgas,7,-3.920792680998733e-11
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,6.639536076513298e8
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas,1,-3.0778494002601876e-11
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_conservative_0,AZ_uranium,1,-4.630339199063194e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,1.374331972813245e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas,2,-1.8771439903499192e-8
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,-2.553976996750862e-8
CA_N_nuclear_nuclear__large_conservative_0,CA_N_uranium,2,-2.5021118221710177e-8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,1.9354695313913222e-9
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas,3,3.464940855370071e-9
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,-5.3554214079148155e-8
