Resource,Zone,StartCap_p1,EndCap_p1,EndCap_p2,EndCap_p3,EndCap_p4,EndCap_p5,EndCap_p6,EndCap_p7,EndCap_p8,EndCap_p9,EndCap_p10,EndCap_p11,EndCap_p12,EndCap_p13,EndCap_p14,EndCap_p15,EndCap_p16,EndCap_p17
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_nuclear_nuclear__large_moderate_0,2,0.0,0.0,1140.4049377568017,0.0,1041.879933903016,0.0,8102.656774451507,0.0,8137.838422114572,0.0,1072.0470194718844,0.0,931.259846016852,0.0,7478.000157227301,0.0,8047.847703871881,0.0
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_nuclear_nuclear__large_moderate_0,3,0.0,0.0,7801.561619758933,0.0,9479.87098471335,0.0,13410.449061304767,0.0,13883.084541162452,0.0,9674.153423577265,0.0,10922.737083890283,0.0,12895.018795307393,0.0,15029.109678946492,0.0
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,4,0.0,441.0879676840449,2489.619905717882,1321.1748940505295,2836.807850562809,1318.1752801468272,6658.04473432584,2910.6943596139586,6436.152137677841,2709.574548684908,3412.88983356235,1610.372227639612,3228.5281111485724,1591.3085325994616,6913.6630597289095,3586.3932472801043,7102.152437727294,2920.010981670918
MT_WY_CO_nuclear_nuclear__large_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_naturalgas_combustion_turbine_fframe_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM_nuclear_nuclear__large_moderate_0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,6,0.0,9830.256403690519,14850.632903137823,16548.673631815793,14955.378148887079,16515.754466266502,17292.912223914005,24087.063811293265,17355.078828200363,24116.07003615657,14694.283353893832,16238.924522605354,14820.315232336976,16477.352060784186,15350.022499415983,24137.17140427292,17293.27588558368,24119.982665423555
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNW_naturalgas_combustion_turbine_fframe_moderate_0,6,0.0,248.53910029497337,1045.1309061861548,1615.0049788414146,865.3772924041411,1715.0304063343572,2161.7060114426245,462.4567371575151,2398.364794617044,680.1590916693941,248.53910029497337,1853.2293516325742,248.53910029497337,1600.887906929073,248.53910029497337,386.0384102577941,2293.0652642880646,667.7526976485358
PNW_nuclear_nuclear__large_moderate_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,7,0.0,8249.511926195817,9464.385806046615,12069.810278081048,8249.511926195817,11699.404453201663,10654.973659047375,16057.684969561062,8760.948803393796,15569.427133953102,8407.928229033721,11201.535593950524,8249.511926195817,11120.473509590445,11729.788381944032,15541.365739203553,8249.511926195817,14522.264797854876
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT_NV_nuclear_nuclear__large_moderate_0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_nuclear_1,3,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1,1079.1
NM_nuclear_1,5,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6,1023.6
AZ_onshore_wind_turbine_1,1,1234.5,1234.5,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2,967.2
AZ_solar_photovoltaic_1,1,7148.1,7148.1,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8,5908.8
CA_N_onshore_wind_turbine_1,2,1753.2,1753.2,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4,427.4
CA_N_solar_photovoltaic_1,2,7142.7,7142.7,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9,5473.9
CA_S_onshore_wind_turbine_1,3,4214.7,4214.7,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4,908.4
CA_S_solar_photovoltaic_1,3,18242.7,18242.7,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5,14317.5
MT_WY_CO_onshore_wind_turbine_1,4,15674.3,15674.3,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1,11382.1
MT_WY_CO_solar_photovoltaic_1,4,3820.4,3820.4,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5,3640.5
NM_onshore_wind_turbine_1,5,5810.3,5810.3,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5,5467.5
NM_solar_photovoltaic_1,5,2851.5,2851.5,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3,2582.3
PNW_onshore_wind_turbine_1,6,9077.0,9077.0,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1
PNW_solar_photovoltaic_1,6,4221.0,4221.0,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3,4202.3
UT_NV_onshore_wind_turbine_1,7,539.7,539.7,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8
UT_NV_solar_photovoltaic_1,7,11498.5,11498.5,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1,10526.1
AZ_landbasedwind_class3_moderate_0,1,0.0,0.0,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4,13892.4
AZ_landbasedwind_class3_moderate_1,1,0.0,0.0,169.45916015906215,0.0,211.75994639122445,0.0,0.0,0.0,0.0,0.0,1781.7395116276011,432.8627113372054,2338.406966766354,434.6167559578493,9286.15715683225,0.0,572.8604357948406,0.0
AZ_landbasedwind_class3_moderate_2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_landbasedwind_class3_moderate_3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_landbasedwind_class3_moderate_4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_landbasedwind_class3_moderate_5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_landbasedwind_class3_moderate_6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_landbasedwind_class3_moderate_7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_landbasedwind_class3_moderate_8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_landbasedwind_class3_moderate_9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_utilitypv_class1_moderate_1,1,0.0,0.0,1953.7702630691706,6166.737551370499,2527.53477255612,6241.162264225434,0.0,1888.3721772889955,0.0,1463.0656182680616,3473.306125227413,7929.187624922082,3398.1350987006786,7935.253433201873,0.0,3105.3277713821462,0.0,2731.487020715699
AZ_utilitypv_class1_moderate_2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_utilitypv_class1_moderate_3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_utilitypv_class1_moderate_4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ_utilitypv_class1_moderate_5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_0,2,0.0,0.0,6677.5,6677.5,6677.5,6677.5,1395.4411109000227,6677.5,1579.3787647905253,6677.5,6677.5,6677.5,6677.5,6677.5,2865.9777489257203,6677.5,1328.3499311076353,6677.5
CA_N_landbasedwind_class3_moderate_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_2,2,0.0,0.0,0.0,1911.0487269046466,0.0,1915.1227966861036,0.0,834.3529143352673,0.0,888.8048249427774,0.0,1920.4625392643152,0.0,1921.031672743786,0.0,0.0,0.0,222.5991254387489
CA_N_landbasedwind_class3_moderate_3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_landbasedwind_class3_moderate_9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_utilitypv_class1_moderate_1,2,0.0,0.0,29048.999572377386,30145.99799523032,29382.16051826492,29912.61311990757,18960.574236461267,23785.555602427357,18087.18419635848,23782.06330015976,28979.72174521398,29606.72362298648,29399.142316354697,29574.12056185262,18763.791418556168,23839.0672706534,19203.75154698968,24021.190867784448
CA_N_utilitypv_class1_moderate_2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_utilitypv_class1_moderate_3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_utilitypv_class1_moderate_4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N_utilitypv_class1_moderate_5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_landbasedwind_class3_moderate_0,3,0.0,0.0,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9,986.9
CA_S_landbasedwind_class3_moderate_1,3,0.0,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9,228.9
CA_S_landbasedwind_class3_moderate_2,3,0.0,0.0,714.1,714.1,714.1,714.1,714.1,714.1,301.57379718794493,714.1,714.1,714.1,714.1,714.1,714.1,714.1,714.1,714.1
CA_S_landbasedwind_class3_moderate_3,3,0.0,0.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0
CA_S_landbasedwind_class3_moderate_4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_landbasedwind_class3_moderate_5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_landbasedwind_class3_moderate_6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_landbasedwind_class3_moderate_7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_landbasedwind_class3_moderate_8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_landbasedwind_class3_moderate_9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_utilitypv_class1_moderate_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_utilitypv_class1_moderate_2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_utilitypv_class1_moderate_3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_utilitypv_class1_moderate_4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_S_utilitypv_class1_moderate_5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
