Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,9.667861113412824e7
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,6.985113195950032e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,6.929564450899865e-6
AZ_nuclear_1,AZ_uranium,1,1.2329368067442615e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,941802.6113393891
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,3.9284784650460224e-9
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,-6.662513260380366e-9
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,1.548835695887517e-11
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,-4.582419503007954e-9
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,1.4335711170332083e7
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,8.600580365710918e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,2.6332145961460746e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,19577.429065789507
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,125997.156522562
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,112948.52290956321
NM_conventional_steam_coal_1,NM_coal,5,3.550365598570464e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,1.442548834088188e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,1.4229394559608776e-9
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.8230996325266162e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,2.7696869283275805e7
PNW_nuclear_1,PNW_uranium,6,7.711944899914348e7
PNW_other_peaker_1,PNW_naturalgas,6,5.947788311245602e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.7980356721458167e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,1.309559123075803e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,3.80563278667978e-8
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,4.6274854405835087e-8
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,4.017565622588524e8
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas,1,0.0
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_conservative_0,AZ_uranium,1,-3.562651482450008e-8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,1.4244404784900508e9
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas,2,1.0516013540989457e-9
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,7.85276758744571e-9
CA_N_nuclear_nuclear__large_conservative_0,CA_N_uranium,2,-1.9287619565361774e-9
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,1.1475776033917599e9
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas,3,7.743273169886716e-9
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,9.570481722351227e-8
CA_S_nuclear_nuclear__large_conservative_0,CA_S_uranium,3,6.258674095102419e8
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,8.352147048050844e-10
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas,4,7.954139866106811e-11
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,321768.51776454673
MT_WY_CO_nuclear_nuclear__large_conservative_0,MT_WY_CO_uranium,4,1.4561319394653228e-10
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,0.0
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas,5,5.3140644494322146e-11
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,3.2012993399023673e-12
NM_nuclear_nuclear__large_conservative_0,NM_uranium,5,-3.049102303062782e-7
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,1.2252877658674316e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas,6,3.1174066815044094e-10
PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_naturalgas,6,2.3760435462483776e8
PNW_nuclear_nuclear__large_conservative_0,PNW_uranium,6,-1.7331265468101264e-8
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas,7,1.4528530235111396e9
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas,7,7.699254288773994e-10
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_naturalgas,7,1.4053330856508445e-8
UT_NV_nuclear_nuclear__large_conservative_0,UT_NV_uranium,7,3.329509885799844e-8
CA_S_nuclear_1,AZ_uranium,3,7.253637052435617e7
NM_nuclear_1,AZ_uranium,5,6.855063670731103e7
