Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,5.695244715726898e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,2.967971236851128e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,7.232018024053236e-8
AZ_nuclear_1,AZ_uranium,1,1.2605025923999749e8
AZ_other_peaker_1,AZ_naturalgas,1,7.629013745307537e-10
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,557098.6201154286
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,2.349702435389017e-8
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,0.0
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,363770.38788151275
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,6.78018202524038e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,1.868305122896127e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,2.2476722278952368e-11
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,111666.44530428515
NM_conventional_steam_coal_1,NM_coal,5,3.1627073612364955e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,554482.9684451548
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,0.0
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
