Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,CapRes_4,AnnualSum
AZ,AZ_conventional_hydroelectric_1,1,1,0.0,0.0,1.3524377024302572e7,0.0,1.3524377024302572e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,7.460315447628236e7,0.0,0.0,0.0,7.460315447628236e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,1.1299675957762122e7,0.0,0.0,0.0,1.1299675957762122e7
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,0.0,0.0,0.0,0.0,0.0
PNW,PNW_conventional_hydroelectric_1,6,1,0.0,0.0,0.0,0.0,0.0
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,0.0,1.782312867869748e7,0.0,0.0,1.782312867869748e7
AZ,AZ_conventional_steam_coal_1,1,1,0.0,0.0,4.921231425397917e7,0.0,4.921231425397917e7
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,0.0,0.0,1.5004409124642223e8,0.0,1.5004409124642223e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,0.0,0.0,5.3857579632688925e7,0.0,5.3857579632688925e7
AZ,AZ_natural_gas_steam_turbine_1,1,1,0.0,0.0,1.2461002981623456e7,0.0,1.2461002981623456e7
AZ,AZ_nuclear_1,1,1,0.0,0.0,2.7144859464244343e7,0.0,2.7144859464244343e7
AZ,AZ_other_peaker_1,1,1,0.0,0.0,2.693470953272528e6,0.0,2.693470953272528e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,6.382061138610455e8,0.0,0.0,0.0,6.382061138610455e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,2.7430211380418086e8,0.0,0.0,0.0,2.7430211380418086e8
CA_N,CA_N_nuclear_1,2,1,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,3.513566121504747e7,0.0,0.0,0.0,3.513566121504747e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,8.041707930212e8,0.0,0.0,0.0,8.041707930212e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,5.077489805604669e8,0.0,0.0,0.0,5.077489805604669e8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,3.304566951279761e7,0.0,0.0,0.0,3.304566951279761e7
CA_S,CA_S_other_peaker_1,3,1,2.0899917022498604e6,0.0,0.0,0.0,2.0899917022498604e6
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,0.0,4.445519511556841e8,0.0,0.0,4.445519511556841e8
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,0.0,2.3507568238489434e8,0.0,0.0,2.3507568238489434e8
