Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,0.0
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,2.5834735593477732e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,0.0
AZ_nuclear_1,AZ_uranium,1,1.2328134698956895e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,1.2648945765411174e6
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,0.0
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,-2.5099266409700508e-5
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,46633.444433795186
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,906191.409648068
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,9.501974374124153e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,2.634289551899819e7
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,62300.76038268987
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,138428.97741181642
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,115582.62656784261
NM_conventional_steam_coal_1,NM_coal,5,4.0230314042465e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,1.198283433325726e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,2.1224755166672697e-11
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,129.41019428571434
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.8481164327894145e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,2.5191536234741557e7
PNW_nuclear_1,PNW_uranium,6,7.78685244518875e7
PNW_other_peaker_1,PNW_naturalgas,6,5.947788311245713e6
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.985015629781749e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,1.1585597621533813e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,-2.5923185376086623e-9
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,-2.6005262400628596e-10
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,2.4529852917234942e8
