Time_Index,DaggettSolarPower3,Scarlet,Hybrid_Solar_Test
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0.003
104,0.168,0.07,0.347
105,0.746,0.641,0.671
106,0.744,0.753,0.842
107,0.717,0.721,0.925
108,0.7,0.667,0.985
109,0.742,0.657,0.971
110,0.769,0.574,0.956
111,0.814,0.43,0.862
112,0.677,0.157,0.621
113,0.078,0.042,0.193
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0.004
128,0.169,0.012,0.413
129,0.801,0.362,0.752
130,0.807,0.495,0.903
131,0.728,0.575,1
132,0.684,0.417,1
133,0.703,0.422,1
134,0.763,0.419,0.95
135,0.597,0.723,0.856
136,0.463,0.65,0.6
137,0.063,0.178,0.189
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0.003
152,0.135,0,0.408
153,0.754,0.326,0.703
154,0.816,0.239,0.838
155,0.788,0.123,0.882
156,0.759,0.317,0.968
157,0.762,0.315,0.926
158,0.797,0.474,0.929
159,0.806,0.725,0.832
160,0.671,0.193,0.569
161,0.085,0.006,0.185
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0.003
176,0.143,0.055,0.392
177,0.669,0.556,0.647
178,0.787,0.603,0.852
179,0.736,0.708,0.913
180,0.72,0.518,0.964
181,0.73,0.422,0.968
182,0.788,0.22,0.952
183,0.861,0.7,0.87
184,0.723,0.703,0.629
185,0.1,0.194,0.217
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0.002
200,0.17,0.004,0.341
201,0.776,0.053,0.643
202,0.803,0.151,0.782
203,0.761,0.264,0.873
204,0.712,0.238,0.938
205,0.693,0.156,0.961
206,0.773,0.165,0.917
207,0.852,0.182,0.841
208,0.598,0.073,0.595
209,0.045,0.02,0.205
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
217,0,0,0
218,0,0,0
219,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0.108,0.072,0.003
225,0.541,0.623,0.044
226,0.581,0.679,0.1
227,0.693,0.301,0.283
228,0.745,0.197,0.29
229,0.777,0.213,0.198
230,0.814,0.418,0.203
231,0.698,0.511,0.068
232,0.345,0.185,0.189
233,0.037,0.097,0.037
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0.004
248,0.097,0.052,0.419
249,0.338,0.52,0.717
250,0.676,0.757,0.84
251,0.791,0.526,0.932
252,0.769,0.442,0.876
253,0.771,0.35,0.93
254,0.802,0.428,0.782
255,0.567,0.542,0.623
256,0.499,0.305,0.313
257,0.091,0.216,0.092
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0.002
272,0.209,0.029,0.154
273,0.842,0.179,0.277
274,0.862,0.144,0.222
275,0.804,0.195,0.464
276,0.773,0.188,0.293
277,0.781,0.183,0.665
278,0.823,0.104,0.867
279,0.866,0.083,0.545
280,0.76,0.055,0.323
281,0.115,0.039,0.105
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0.002
296,0.165,0.021,0.323
297,0.716,0.187,0.515
298,0.722,0.309,0.765
299,0.76,0.226,0.913
300,0.779,0.186,0.991
301,0.774,0.313,1
302,0.817,0.485,1
303,0.814,0.538,0.956
304,0.667,0.57,0.72
305,0.102,0.118,0.259
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0.003
320,0.186,0.055,0.396
321,0.829,0.561,0.667
322,0.834,0.716,0.916
323,0.796,0.643,1
324,0.691,0.599,1
325,0.75,0.585,1
326,0.808,0.609,1
327,0.743,0.368,0.946
328,0.431,0.155,0.729
329,0.096,0.08,0.27
330,0,0,0
331,0,0,0
332,0,0,0
333,0,0,0
334,0,0,0
335,0,0,0
336,0,0,0
337,0,0,0
338,0,0,0
339,0,0,0
340,0,0,0
341,0,0,0
342,0,0,0
343,0,0,0.004
344,0.121,0.134,0.4
345,0.72,0.829,0.759
346,0.831,0.882,0.903
347,0.601,0.823,0.93
348,0.494,0.751,1
349,0.678,0.732,1
350,0.704,0.787,0.982
351,0.79,0.841,0.829
352,0.572,0.868,0.632
353,0.082,0.37,0.232
354,0,0,0
355,0,0,0
356,0,0,0
357,0,0,0
358,0,0,0
359,0,0,0
360,0,0,0
361,0,0,0
362,0,0,0
363,0,0,0
364,0,0,0
365,0,0,0
366,0,0,0
367,0,0,0.004
368,0.043,0.083,0.435
369,0.277,0.648,0.763
370,0.761,0.754,0.929
371,0.675,0.72,0.993
372,0.709,0.624,1
373,0.665,0.462,1
374,0.711,0.221,1
375,0.848,0.309,0.941
376,0.802,0.478,0.718
377,0.114,0.07,0.283
378,0,0,0
379,0,0,0
380,0,0,0
381,0,0,0
382,0,0,0
383,0,0,0
384,0,0,0
385,0,0,0
386,0,0,0
387,0,0,0
388,0,0,0
389,0,0,0
390,0,0,0
391,0,0,0.004
392,0.039,0.079,0.399
393,0.478,0.658,0.696
394,0.76,0.776,0.859
395,0.823,0.748,0.943
396,0.79,0.684,1
397,0.788,0.682,1
398,0.835,0.726,0.967
399,0.846,0.749,0.898
400,0.671,0.545,0.686
401,0.109,0.176,0.272
402,0,0,0
403,0,0,0
404,0,0,0
405,0,0,0
406,0,0,0
407,0,0,0
408,0,0,0
409,0,0,0
410,0,0,0
411,0,0,0
412,0,0,0
413,0,0,0
414,0,0,0
415,0,0,0.005
416,0.047,0.079,0.442
417,0.385,0.651,0.75
418,0.736,0.779,0.901
419,0.829,0.758,1
420,0.791,0.708,1
421,0.695,0.697,1
422,0.826,0.733,1
423,0.727,0.773,0.941
424,0.388,0.741,0.756
425,0.081,0.26,0.333
426,0,0,0
427,0,0,0
428,0,0,0
429,0,0,0
430,0,0,0
431,0,0,0
432,0,0,0
433,0,0,0
434,0,0,0
435,0,0,0
436,0,0,0
437,0,0,0
438,0,0,0
439,0,0,0
440,0.202,0.115,0.007
441,0.768,0.68,0.076
442,0.691,0.771,0.022
443,0.487,0.791,0.014
444,0.412,0.729,0.02
445,0.629,0.718,0.018
446,0.789,0.759,0.02
447,0.821,0.813,0.059
448,0.446,0.793,0.06
449,0.129,0.314,0.008
450,0,0,0
451,0,0,0
452,0,0,0
453,0,0,0
454,0,0,0
455,0,0,0
456,0,0,0
457,0,0,0
458,0,0,0
459,0,0,0
460,0,0,0
461,0,0,0
462,0,0,0
463,0,0,0.006
464,0.174,0.101,0.448
465,0.706,0.67,0.729
466,0.772,0.707,0.844
467,0.756,0.778,0.979
468,0.756,0.718,1
469,0.513,0.709,1
470,0.417,0.748,1
471,0.65,0.785,0.937
472,0.325,0.754,0.767
473,0.107,0.286,0.361
474,0,0,0
475,0,0,0
476,0,0,0
477,0,0,0
478,0,0,0
479,0,0,0
480,0,0,0
481,0,0,0
482,0,0,0
483,0,0,0
484,0,0,0
485,0,0,0
486,0,0,0
487,0,0,0.006
488,0.166,0.092,0.446
489,0.784,0.67,0.762
490,0.827,0.801,0.919
491,0.755,0.779,1
492,0.739,0.73,1
493,0.764,0.714,1
494,0.813,0.744,1
495,0.903,0.769,0.953
496,0.851,0.765,0.762
497,0.139,0.33,0.377
498,0,0,0
499,0,0,0
500,0,0,0
501,0,0,0
502,0,0,0
503,0,0,0
504,0,0,0
505,0,0,0
506,0,0,0
507,0,0,0
508,0,0,0
509,0,0,0
510,0,0,0
511,0,0,0.006
512,0.251,0.102,0.445
513,0.884,0.706,0.759
514,0.907,0.809,0.916
515,0.866,0.779,1
516,0.829,0.728,1
517,0.816,0.687,1
518,0.863,0.7,1
519,0.899,0.605,0.869
520,0.813,0.542,0.694
521,0.165,0.299,0.355
522,0,0,0
523,0,0,0
524,0,0,0
525,0,0,0
526,0,0,0
527,0,0,0
528,0,0,0
529,0,0,0
530,0,0,0
531,0,0,0
532,0,0,0
533,0,0,0
534,0,0,0
535,0,0,0.006
536,0.211,0.007,0.442
537,0.863,0.036,0.742
538,0.901,0.061,0.9
539,0.852,0.102,0.96
540,0.815,0.12,1
541,0.787,0.173,1
542,0.765,0.149,0.983
543,0.709,0.1,0.917
544,0.827,0.112,0.711
545,0.18,0.026,0.374
546,0,0,0
547,0,0,0
548,0,0,0
549,0,0,0
550,0,0,0
551,0,0,0
552,0,0,0
553,0,0,0
554,0,0,0
555,0,0,0
556,0,0,0
557,0,0,0
558,0,0,0
559,0,0,0.008
560,0.092,0.002,0.465
561,0.277,0.028,0.762
562,0.463,0.063,0.908
563,0.595,0.198,1
564,0.583,0.157,1
565,0.429,0.133,1
566,0.436,0.109,1
567,0.381,0.076,0.912
568,0.382,0.043,0.735
569,0.145,0.03,0.415
570,0,0,0.001
571,0,0,0
572,0,0,0
573,0,0,0
574,0,0,0
575,0,0,0
576,0,0,0
577,0,0,0
578,0,0,0
579,0,0,0
580,0,0,0
581,0,0,0
582,0,0,0
583,0,0,0.008
584,0.093,0.037,0.463
585,0.077,0.128,0.758
586,0.098,0.128,0.9
587,0.15,0.132,0.95
588,0.172,0.141,0.994
589,0.146,0.17,1
590,0.192,0.189,0.933
591,0.194,0.293,0.813
592,0.281,0.743,0.679
593,0.14,0.442,0.331
594,0,0.004,0
595,0,0,0
596,0,0,0
597,0,0,0
598,0,0,0
599,0,0,0
600,0,0,0
601,0,0,0
602,0,0,0
603,0,0,0
604,0,0,0
605,0,0,0
606,0,0,0
607,0,0,0.009
608,0.158,0.062,0.466
609,0.574,0.223,0.757
610,0.741,0.233,0.918
611,0.349,0.62,1
612,0.2,0.512,1
613,0.321,0.473,0.994
614,0.137,0.324,0.984
615,0.656,0.41,0.909
616,0.817,0.261,0.734
617,0.231,0.148,0.364
618,0,0,0.001
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
626,0,0,0
627,0,0,0
628,0,0,0
629,0,0,0
630,0,0,0
631,0,0,0
632,0.257,0.004,0.059
633,0.852,0.053,0.14
634,0.875,0.205,0.275
635,0.906,0.29,0.428
636,0.837,0.265,0.647
637,0.79,0.299,0.793
638,0.479,0.495,0.774
639,0.857,0.571,0.731
640,0.474,0.203,0.636
641,0.115,0.242,0.16
642,0,0.002,0
643,0,0,0
644,0,0,0
645,0,0,0
646,0,0,0
647,0,0,0
648,0,0,0
649,0,0,0
650,0,0,0
651,0,0,0
652,0,0,0
653,0,0,0
654,0,0,0
655,0,0,0.003
656,0.221,0.13,0.248
657,0.838,0.741,0.547
658,0.891,0.835,0.783
659,0.864,0.805,0.81
660,0.82,0.749,0.919
661,0.853,0.738,0.759
662,0.889,0.754,0.336
663,0.915,0.678,0.286
664,0.782,0.242,0.217
665,0.222,0.227,0.077
666,0,0,0
667,0,0,0
668,0,0,0
669,0,0,0
670,0,0,0
671,0,0,0
672,0,0,0
673,0,0,0
674,0,0,0
675,0,0,0
676,0,0,0
677,0,0,0
678,0,0,0
679,0,0,0.01
680,0.288,0.04,0.402
681,0.923,0.201,0.642
682,0.939,0.64,0.892
683,0.905,0.35,1
684,0.848,0.507,0.988
685,0.826,0.756,0.864
686,0.858,0.778,0.728
687,0.923,0.783,0.599
688,0.849,0.831,0.427
689,0.216,0.475,0.093
690,0,0.008,0
691,0,0,0
692,0,0,0
693,0,0,0
694,0,0,0
695,0,0,0
696,0,0,0
697,0,0,0
698,0,0,0
699,0,0,0
700,0,0,0
701,0,0,0
702,0,0,0
703,0,0,0.007
704,0.218,0.198,0.324
705,0.777,0.87,0.557
706,0.861,0.919,0.752
707,0.465,0.87,0.779
708,0.579,0.813,0.679
709,0.795,0.793,0.533
710,0.426,0.824,0.377
711,0.181,0.868,0.434
712,0.101,0.889,0.388
713,0.15,0.541,0.059
714,0,0.017,0
715,0,0,0
716,0,0,0
717,0,0,0
718,0,0,0
719,0,0,0
720,0,0,0
721,0,0,0
722,0,0,0
723,0,0,0
724,0,0,0
725,0,0,0
726,0,0,0
727,0,0,0.006
728,0.215,0.162,0.247
729,0.444,0.699,0.611
730,0.3,0.491,0.516
731,0.482,0.76,0.493
732,0.704,0.771,0.488
733,0.861,0.756,0.948
734,0.89,0.771,0.99
735,0.721,0.802,0.781
736,0.071,0.786,0.737
737,0.023,0.402,0.191
738,0,0.009,0.002
739,0,0,0
740,0,0,0
741,0,0,0
742,0,0,0
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
748,0,0,0
749,0,0,0
750,0,0,0
751,0,0,0.015
752,0.214,0.157,0.472
753,0.881,0.764,0.756
754,0.916,0.846,0.944
755,0.848,0.831,1
756,0.824,0.783,1
757,0.824,0.767,1
758,0.835,0.794,1
759,0.877,0.831,0.96
760,0.801,0.779,0.807
761,0.177,0.452,0.108
762,0,0.006,0.001
763,0,0,0
764,0,0,0
765,0,0,0
766,0,0,0
767,0,0,0
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,0,0,0.017
776,0.273,0.138,0.491
777,0.474,0.678,0.79
778,0.646,0.814,0.941
779,0.187,0.814,1
780,0.264,0.778,1
781,0.697,0.761,1
782,0.911,0.787,0.997
783,0.876,0.823,0.887
784,0.864,0.807,0.778
785,0.309,0.478,0.171
786,0,0.014,0.003
787,0,0,0
788,0,0,0
789,0,0,0
790,0,0,0
791,0,0,0
792,0,0,0
793,0,0,0
794,0,0,0
795,0,0,0
796,0,0,0
797,0,0,0
798,0,0,0
799,0,0,0.018
800,0.031,0.095,0.479
801,0.103,0.411,0.755
802,0.77,0.837,0.927
803,0.809,0.815,1
804,0.701,0.784,1
805,0.76,0.55,1
806,0.641,0.328,1
807,0.585,0.469,0.946
808,0.064,0.158,0.784
809,0.026,0.038,0.09
810,0,0,0.001
811,0,0,0
812,0,0,0
813,0,0,0
814,0,0,0
815,0,0,0
816,0,0,0
817,0,0,0
818,0,0,0
819,0,0,0
820,0,0,0
821,0,0,0
822,0,0,0
823,0,0,0.02
824,0.337,0.098,0.489
825,0.853,0.557,0.747
826,0.798,0.42,0.935
827,0.894,0.321,1
828,0.799,0.595,1
829,0.534,0.28,1
830,0.399,0.52,0.98
831,0.417,0.6,0.927
832,0.692,0.207,0.768
833,0.356,0.057,0.272
834,0,0,0.006
835,0,0,0
836,0,0,0
837,0,0,0
838,0,0,0
839,0,0,0
840,0,0,0
841,0,0,0
842,0,0,0
843,0,0,0
844,0,0,0
845,0,0,0
846,0,0,0
847,0,0,0.02
848,0.273,0.149,0.461
849,0.845,0.712,0.74
850,0.815,0.662,0.881
851,0.811,0.539,0.87
852,0.874,0.588,0.95
853,0.86,0.716,0.946
854,0.885,0.744,0.907
855,0.882,0.78,0.777
856,0.888,0.553,0.664
857,0.286,0.277,0.268
858,0,0.016,0.006
859,0,0,0
860,0,0,0
861,0,0,0
862,0,0,0
863,0,0,0
864,0,0,0
865,0,0,0
866,0,0,0
867,0,0,0
868,0,0,0
869,0,0,0
870,0,0,0
871,0,0,0.006
872,0.228,0.019,0.208
873,0.94,0.051,0.452
874,0.992,0.114,0.688
875,0.927,0.141,0.878
876,0.846,0.154,0.895
877,0.891,0.178,0.944
878,0.94,0.153,0.843
879,0.978,0.094,0.752
880,0.967,0.075,0.6
881,0.378,0.033,0.214
882,0,0,0.006
883,0,0,0
884,0,0,0
885,0,0,0
886,0,0,0
887,0,0,0
888,0,0,0
889,0,0,0
890,0,0,0
891,0,0,0
892,0,0,0
893,0,0,0
894,0,0,0
895,0,0,0.007
896,0.274,0.062,0.24
897,0.713,0.184,0.61
898,0.804,0.381,0.801
899,0.815,0.242,0.945
900,0.877,0.343,0.917
901,0.859,0.545,0.946
902,0.898,0.279,0.753
903,0.896,0.359,0.65
904,0.85,0.1,0.577
905,0.28,0.038,0.241
906,0,0,0.007
907,0,0,0
908,0,0,0
909,0,0,0
910,0,0,0
911,0,0,0
912,0,0,0
913,0,0,0
914,0,0,0
915,0,0,0
916,0,0,0
917,0,0,0
918,0,0,0
919,0,0,0.024
920,0.258,0.051,0.451
921,0.843,0.099,0.68
922,0.931,0.122,0.751
923,0.91,0.118,0.772
924,0.9,0.188,0.806
925,0.845,0.475,0.595
926,0.885,0.346,0.468
927,0.91,0.136,0.307
928,0.857,0.228,0.375
929,0.323,0.336,0.277
930,0.008,0.014,0.009
931,0,0,0
932,0,0,0
933,0,0,0
934,0,0,0
935,0,0,0
936,0,0,0
937,0,0,0
938,0,0,0
939,0,0,0
940,0,0,0
941,0,0,0
942,0,0,0
943,0,0,0.017
944,0.333,0.234,0.309
945,0.907,0.84,0.46
946,0.958,0.918,0.427
947,0.943,0.883,0.555
948,0.906,0.837,0.655
949,0.857,0.83,0.633
950,0.868,0.85,0.44
951,0.964,0.895,0.526
952,0.943,0.901,0.316
953,0.415,0.658,0.227
954,0.01,0.043,0.005
955,0,0,0
956,0,0,0
957,0,0,0
958,0,0,0
959,0,0,0
960,0,0,0
961,0,0,0
962,0,0,0
963,0,0,0
964,0,0,0
965,0,0,0
966,0,0,0
967,0,0,0.006
968,0.402,0.296,0.151
969,0.956,0.918,0.507
970,0.959,0.955,0.666
971,0.903,0.908,0.766
972,0.865,0.854,0.702
973,0.865,0.84,0.739
974,0.87,0.852,0.56
975,0.933,0.899,0.26
976,0.8,0.911,0.367
977,0.396,0.689,0.148
978,0.008,0.051,0.004
979,0,0,0
980,0,0,0
981,0,0,0
982,0,0,0
983,0,0,0
984,0,0,0
985,0,0,0
986,0,0,0
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0.012
992,0.317,0.27,0.214
993,0.84,0.872,0.566
994,0.846,0.933,0.782
995,0.874,0.897,0.854
996,0.878,0.853,0.916
997,0.861,0.837,0.772
998,0.925,0.853,0.707
999,0.964,0.9,0.81
1000,0.952,0.907,0.592
1001,0.446,0.683,0.282
1002,0.011,0.052,0.009
1003,0,0,0
1004,0,0,0
1005,0,0,0
1006,0,0,0
1007,0,0,0
1008,0,0,0
1009,0,0,0
1010,0,0,0
1011,0,0,0
1012,0,0,0
1013,0,0,0
1014,0,0,0
1015,0,0,0.086
1016,0.339,0.313,0.532
1017,0.922,0.916,0.819
1018,0.983,0.954,0.969
1019,0.947,0.912,1
1020,0.916,0.862,1
1021,0.912,0.85,1
1022,0.924,0.874,1
1023,0.935,0.915,0.981
1024,0.878,0.926,0.847
1025,0.358,0.724,0.502
1026,0.009,0.064,0.031
1027,0,0,0
1028,0,0,0
1029,0,0,0
1030,0,0,0
1031,0,0,0
1032,0,0,0
1033,0,0,0
1034,0,0,0
1035,0,0,0
1036,0,0,0
1037,0,0,0
1038,0,0,0
1039,0.01,0,0.134
1040,0.37,0.023,0.554
1041,0.913,0.092,0.817
1042,0.968,0.171,0.931
1043,0.891,0.311,1
1044,0.855,0.419,1
1045,0.817,0.372,0.544
1046,0.827,0.561,0.666
1047,0.945,0.348,0.71
1048,0.951,0.236,0.307
1049,0.492,0.138,0.338
1050,0.015,0,0.017
1051,0,0,0
1052,0,0,0
1053,0,0,0
1054,0,0,0
1055,0,0,0
1056,0,0,0
1057,0,0,0
1058,0,0,0
1059,0,0,0
1060,0,0,0
1061,0,0,0
1062,0,0,0
1063,0.012,0,0.099
1064,0.408,0.253,0.5
1065,0.907,0.288,0.764
1066,0.95,0.441,0.874
1067,0.979,0.464,1
1068,0.913,0.38,1
1069,0.891,0.533,1
1070,0.976,0.554,1
1071,0.913,0.345,0.975
1072,0.455,0.506,0.819
1073,0.145,0.129,0.465
1074,0.016,0.005,0.032
1075,0,0,0
1076,0,0,0
1077,0,0,0
1078,0,0,0
1079,0,0,0
1080,0,0,0
1081,0,0,0
1082,0,0,0
1083,0,0,0
1084,0,0,0
1085,0,0,0
1086,0,0,0
1087,0,0,0.092
1088,0.447,0.013,0.526
1089,0.955,0.045,0.764
1090,1.021,0.083,0.905
1091,1.008,0.12,0.993
1092,0.975,0.146,1
1093,0.971,0.154,1
1094,0.991,0.148,0.973
1095,0.992,0.117,0.881
1096,0.969,0.259,0.751
1097,0.518,0.043,0.41
1098,0.017,0,0.026
1099,0,0,0
1100,0,0,0
1101,0,0,0
1102,0,0,0
1103,0,0,0
1104,0,0,0
1105,0,0,0
1106,0,0,0
1107,0,0,0
1108,0,0,0
1109,0,0,0
1110,0,0,0
1111,0.007,0,0.164
1112,0.386,0.262,0.559
1113,0.955,0.364,0.815
1114,0.993,0.511,0.94
1115,0.867,0.49,0.998
1116,0.859,0.72,1
1117,0.844,0.803,1
1118,0.915,0.779,1
1119,0.963,0.894,0.898
1120,0.946,0.566,0.792
1121,0.412,0.322,0.426
1122,0.015,0.065,0.036
1123,0,0,0
1124,0,0,0
1125,0,0,0
1126,0,0,0
1127,0,0,0
1128,0,0,0
1129,0,0,0
1130,0,0,0
1131,0,0,0
1132,0,0,0
1133,0,0,0
1134,0,0,0
1135,0.012,0,0.143
1136,0.436,0.116,0.551
1137,1.001,0.18,0.794
1138,1.023,0.287,0.946
1139,0.997,0.393,1
1140,0.965,0.284,1
1141,0.962,0.395,1
1142,0.97,0.358,0.983
1143,1.004,0.253,0.868
1144,0.982,0.132,0.557
1145,0.461,0.193,0.269
1146,0.019,0.022,0.013
1147,0,0,0
1148,0,0,0
1149,0,0,0
1150,0,0,0
1151,0,0,0
1152,0,0,0
1153,0,0,0
1154,0,0,0
1155,0,0,0
1156,0,0,0
1157,0,0,0
1158,0,0,0
1159,0.007,0,0.008
1160,0.111,0.405,0.034
1161,0.256,0.95,0.231
1162,0.573,0.966,0.419
1163,0.867,0.943,0.787
1164,0.785,0.891,0.698
1165,0.754,0.88,0.72
1166,0.949,0.89,0.59
1167,1.009,0.923,0.626
1168,0.941,0.901,0.588
1169,0.464,0.698,0.371
1170,0.019,0.064,0.035
1171,0,0,0
1172,0,0,0
1173,0,0,0
1174,0,0,0
1175,0,0,0
1176,0,0,0
1177,0,0,0
1178,0,0,0
1179,0,0,0
1180,0,0,0
1181,0,0,0
1182,0,0,0
1183,0.018,0,0.046
1184,0.458,0.202,0.343
1185,0.895,0.188,0.701
1186,0.996,0.253,0.893
1187,0.983,0.683,0.686
1188,0.945,0.676,0.656
1189,0.776,0.184,0.57
1190,0.676,0.143,0.64
1191,0.393,0.177,0.619
1192,0.14,0.392,0.323
1193,0.09,0.676,0.288
1194,0.009,0.078,0.023
1195,0,0,0
1196,0,0,0
1197,0,0,0
1198,0,0,0
1199,0,0,0
1200,0,0,0
1201,0,0,0
1202,0,0,0
1203,0,0,0
1204,0,0,0
1205,0,0,0
1206,0,0,0
1207,0.021,0.003,0.138
1208,0.567,0.482,0.583
1209,1.023,0.966,0.812
1210,1.005,0.966,0.962
1211,0.629,0.966,1
1212,0.723,0.931,1
1213,0.868,0.924,1
1214,0.777,0.939,1
1215,0.582,0.966,0.976
1216,0.37,0.966,0.864
1217,0.475,0.867,0.538
1218,0.021,0.126,0.068
1219,0,0,0
1220,0,0,0
1221,0,0,0
1222,0,0,0
1223,0,0,0
1224,0,0,0
1225,0,0,0
1226,0,0,0
1227,0,0,0
1228,0,0,0
1229,0,0,0
1230,0,0,0
1231,0,0,0.144
1232,0.24,0.427,0.598
1233,0.611,0.948,0.854
1234,0.529,0.966,0.963
1235,0.746,0.965,1
1236,0.472,0.915,1
1237,0.847,0.913,1
1238,0.479,0.926,1
1239,0.256,0.966,0.972
1240,0.78,0.966,0.815
1241,0.524,0.83,0.521
1242,0.023,0.087,0.066
1243,0,0,0
1244,0,0,0
1245,0,0,0
1246,0,0,0
1247,0,0,0
1248,0,0,0
1249,0,0,0
1250,0,0,0
1251,0,0,0
1252,0,0,0
1253,0,0,0
1254,0,0,0
1255,0.008,0.002,0.154
1256,0.387,0.468,0.597
1257,0.759,0.966,0.854
1258,0.723,0.966,0.991
1259,0.61,0.966,1
1260,0.674,0.92,1
1261,0.752,0.919,1
1262,0.746,0.926,0.982
1263,0.969,0.966,0.907
1264,0.927,0.966,0.803
1265,0.256,0.813,0.527
1266,0.015,0.077,0.072
1267,0,0,0
1268,0,0,0
1269,0,0,0
1270,0,0,0
1271,0,0,0
1272,0,0,0
1273,0,0,0
1274,0,0,0
1275,0,0,0
1276,0,0,0
1277,0,0,0
1278,0,0,0
1279,0.016,0.002,0.118
1280,0.473,0.434,0.499
1281,1.018,0.934,0.86
1282,1.023,0.966,1
1283,0.868,0.961,1
1284,0.537,0.913,0.813
1285,0.743,0.907,0.81
1286,0.588,0.915,0.877
1287,0.453,0.954,0.893
1288,0.083,0.947,0.794
1289,0.041,0.781,0.547
1290,0,0.086,0.079
