Time_Index,CO2_tons_MWh_1
1,0.44
2,0.43
3,0.44
4,0.46
5,0.45
6,0.43
7,0.46
8,0.42
9,0.42
10,0.43
11,0.45
12,0.46
13,0.43
14,0.46
15,0.43
16,0.42
17,0.42
18,0.43
19,0.43
20,0.43
21,0.43
22,0.46
23,0.45
24,0.42
25,0.44
26,0.44
27,0.43
28,0.43
29,0.46
30,0.44
31,0.46
32,0.43
33,0.46
34,0.42
35,0.44
36,0.42
37,0.46
38,0.42
39,0.44
40,0.45
41,0.44
42,0.44
43,0.43
44,0.44
45,0.45
46,0.42
47,0.43
48,0.45
49,0.44
50,0.44
51,0.46
52,0.44
53,0.44
54,0.43
55,0.44
56,0.42
57,0.45
58,0.44
59,0.45
60,0.44
61,0.46
62,0.45
63,0.42
64,0.45
65,0.43
66,0.43
67,0.43
68,0.42
69,0.43
70,0.46
71,0.45
72,0.42
73,0.43
74,0.46
75,0.46
76,0.45
77,0.46
78,0.43
79,0.43
80,0.43
81,0.46
82,0.46
83,0.44
84,0.43
85,0.44
86,0.44
87,0.42
88,0.43
89,0.43
90,0.43
91,0.43
92,0.42
93,0.44
94,0.46
95,0.44
96,0.46
97,0.45
98,0.44
99,0.45
100,0.45
101,0.42
102,0.46
103,0.42
104,0.44
105,0.43
106,0.46
107,0.43
108,0.43
109,0.42
110,0.43
111,0.45
112,0.45
113,0.43
114,0.43
115,0.46
116,0.44
117,0.43
118,0.44
119,0.44
120,0.44
121,0.45
122,0.45
123,0.46
124,0.44
125,0.46
126,0.44
127,0.44
128,0.42
129,0.45
130,0.43
131,0.43
132,0.42
133,0.46
134,0.42
135,0.42
136,0.42
137,0.45
138,0.43
139,0.43
140,0.44
141,0.46
142,0.43
143,0.46
144,0.42
145,0.44
146,0.45
147,0.44
148,0.42
149,0.43
150,0.46
151,0.43
152,0.45
153,0.45
154,0.46
155,0.45
156,0.45
157,0.44
158,0.43
159,0.42
160,0.45
161,0.46
162,0.43
163,0.42
164,0.43
165,0.46
166,0.43
167,0.44
168,0.42
169,0.46
170,0.43
171,0.46
172,0.46
173,0.42
174,0.42
175,0.46
176,0.46
177,0.43
178,0.42
179,0.45
180,0.44
181,0.43
182,0.45
183,0.43
184,0.43
185,0.44
186,0.45
187,0.45
188,0.44
189,0.46
190,0.43
191,0.43
192,0.45
193,0.46
194,0.43
195,0.45
196,0.45
197,0.45
198,0.46
199,0.44
200,0.44
201,0.43
202,0.42
203,0.43
204,0.45
205,0.42
206,0.45
207,0.46
208,0.42
209,0.46
210,0.44
211,0.43
212,0.42
213,0.42
214,0.42
215,0.44
216,0.43
217,0.43
218,0.42
219,0.45
220,0.42
221,0.43
222,0.44
223,0.45
224,0.42
225,0.43
226,0.43
227,0.43
228,0.42
229,0.45
230,0.43
231,0.46
232,0.42
233,0.45
234,0.46
235,0.42
236,0.46
237,0.46
238,0.46
239,0.43
240,0.44
241,0.42
242,0.45
243,0.43
244,0.43
245,0.45
246,0.43
247,0.43
248,0.46
249,0.44
250,0.45
251,0.46
252,0.44
253,0.46
254,0.46
255,0.42
256,0.44
257,0.42
258,0.44
259,0.43
260,0.46
261,0.45
262,0.46
263,0.46
264,0.44
265,0.44
266,0.43
267,0.46
268,0.43
269,0.42
270,0.44
271,0.42
272,0.42
273,0.43
274,0.45
275,0.45
276,0.46
277,0.45
278,0.43
279,0.45
280,0.46
281,0.45
282,0.45
283,0.44
284,0.42
285,0.45
286,0.43
287,0.46
288,0.42
289,0.43
290,0.43
291,0.42
292,0.46
293,0.46
294,0.45
295,0.46
296,0.44
297,0.45
298,0.43
299,0.44
300,0.42
301,0.43
302,0.44
303,0.45
304,0.44
305,0.44
306,0.45
307,0.45
308,0.44
309,0.42
310,0.46
311,0.45
312,0.42
313,0.42
314,0.42
315,0.44
316,0.46
317,0.46
318,0.45
319,0.42
320,0.46
321,0.46
322,0.44
323,0.42
324,0.44
325,0.46
326,0.42
327,0.44
328,0.44
329,0.42
330,0.43
331,0.43
332,0.43
333,0.43
334,0.42
335,0.42
336,0.44
337,0.43
338,0.45
339,0.43
340,0.46
341,0.42
342,0.45
343,0.43
344,0.43
345,0.43
346,0.45
347,0.44
348,0.42
349,0.43
350,0.42
351,0.45
352,0.44
353,0.45
354,0.44
355,0.43
356,0.44
357,0.46
358,0.45
359,0.44
360,0.42
361,0.44
362,0.42
363,0.43
364,0.43
365,0.46
366,0.43
367,0.44
368,0.45
369,0.42
370,0.42
371,0.44
372,0.45
373,0.44
374,0.45
375,0.42
376,0.42
377,0.45
378,0.43
379,0.43
380,0.42
381,0.45
382,0.46
383,0.44
384,0.44
385,0.43
386,0.46
387,0.43
388,0.46
389,0.43
390,0.43
391,0.45
392,0.45
393,0.42
394,0.42
395,0.45
396,0.42
397,0.43
398,0.43
399,0.42
400,0.43
401,0.43
402,0.44
403,0.45
404,0.43
405,0.42
406,0.43
407,0.45
408,0.43
409,0.43
410,0.45
411,0.44
412,0.45
413,0.42
414,0.46
415,0.45
416,0.44
417,0.42
418,0.46
419,0.44
420,0.46
421,0.45
422,0.44
423,0.45
424,0.45
425,0.43
426,0.44
427,0.45
428,0.43
429,0.46
430,0.46
431,0.42
432,0.42
433,0.46
434,0.44
435,0.46
436,0.43
437,0.44
438,0.42
439,0.43
440,0.44
441,0.45
442,0.44
443,0.45
444,0.42
445,0.46
446,0.42
447,0.46
448,0.45
449,0.42
450,0.46
451,0.46
452,0.46
453,0.44
454,0.46
455,0.45
456,0.43
457,0.43
458,0.46
459,0.42
460,0.46
461,0.43
462,0.42
463,0.45
464,0.42
465,0.46
466,0.42
467,0.45
468,0.46
469,0.44
470,0.44
471,0.46
472,0.45
473,0.42
474,0.43
475,0.46
476,0.45
477,0.43
478,0.43
479,0.42
480,0.46
481,0.45
482,0.43
483,0.42
484,0.46
485,0.42
486,0.45
487,0.45
488,0.43
489,0.42
490,0.45
491,0.44
492,0.42
493,0.45
494,0.46
495,0.42
496,0.46
497,0.46
498,0.43
499,0.42
500,0.42
501,0.43
502,0.43
503,0.45
504,0.45
505,0.43
506,0.43
507,0.45
508,0.45
509,0.46
510,0.42
511,0.44
512,0.46
513,0.45
514,0.45
515,0.43
516,0.44
517,0.46
518,0.46
519,0.45
520,0.46
521,0.46
522,0.45
523,0.46
524,0.46
525,0.45
526,0.46
527,0.46
528,0.44
529,0.46
530,0.44
531,0.43
532,0.42
533,0.46
534,0.43
535,0.44
536,0.43
537,0.46
538,0.43
539,0.44
540,0.45
541,0.43
542,0.45
543,0.45
544,0.42
545,0.44
546,0.46
547,0.42
548,0.45
549,0.43
550,0.44
551,0.44
552,0.45
553,0.44
554,0.45
555,0.46
556,0.46
557,0.46
558,0.46
559,0.43
560,0.46
561,0.46
562,0.45
563,0.46
564,0.46
565,0.42
566,0.42
567,0.46
568,0.44
569,0.45
570,0.42
571,0.46
572,0.44
573,0.46
574,0.43
575,0.43
576,0.46
577,0.45
578,0.46
579,0.44
580,0.46
581,0.42
582,0.45
583,0.42
584,0.43
585,0.43
586,0.44
587,0.42
588,0.44
589,0.42
590,0.46
591,0.45
592,0.44
593,0.44
594,0.46
595,0.43
596,0.45
597,0.43
598,0.42
599,0.42
600,0.46
601,0.43
602,0.42
603,0.45
604,0.42
605,0.46
606,0.43
607,0.44
608,0.44
609,0.42
610,0.45
611,0.43
612,0.45
613,0.45
614,0.42
615,0.45
616,0.44
617,0.42
618,0.42
619,0.45
620,0.43
621,0.45
622,0.42
623,0.44
624,0.42
625,0.42
626,0.46
627,0.46
628,0.44
629,0.44
630,0.46
631,0.42
632,0.43
633,0.44
634,0.43
635,0.46
636,0.45
637,0.46
638,0.42
639,0.43
640,0.44
641,0.45
642,0.45
643,0.43
644,0.42
645,0.42
646,0.45
647,0.42
648,0.42
649,0.46
650,0.43
651,0.43
652,0.43
653,0.44
654,0.46
655,0.46
656,0.42
657,0.45
658,0.43
659,0.43
660,0.44
661,0.44
662,0.45
663,0.44
664,0.45
665,0.44
666,0.44
667,0.44
668,0.44
669,0.45
670,0.42
671,0.45
672,0.42
673,0.45
674,0.46
675,0.43
676,0.46
677,0.43
678,0.46
679,0.43
680,0.45
681,0.42
682,0.44
683,0.42
684,0.42
685,0.42
686,0.42
687,0.44
688,0.45
689,0.46
690,0.45
691,0.42
692,0.46
693,0.45
694,0.45
695,0.46
696,0.46
697,0.44
698,0.43
699,0.42
700,0.46
701,0.42
702,0.46
703,0.42
704,0.45
705,0.46
706,0.42
707,0.44
708,0.45
709,0.43
710,0.45
711,0.46
712,0.43
713,0.46
714,0.42
715,0.45
716,0.42
717,0.43
718,0.42
719,0.46
720,0.42
721,0.43
722,0.44
723,0.46
724,0.46
725,0.42
726,0.45
727,0.45
728,0.44
729,0.44
730,0.42
731,0.43
732,0.42
733,0.42
734,0.45
735,0.46
736,0.43
737,0.46
738,0.46
739,0.46
740,0.44
741,0.44
742,0.42
743,0.45
744,0.45
745,0.44
746,0.45
747,0.45
748,0.43
749,0.44
750,0.44
751,0.43
752,0.44
753,0.45
754,0.45
755,0.43
756,0.43
757,0.42
758,0.42
759,0.46
760,0.45
761,0.44
762,0.46
763,0.42
764,0.43
765,0.46
766,0.42
767,0.43
768,0.44
769,0.44
770,0.42
771,0.44
772,0.45
773,0.42
774,0.44
775,0.44
776,0.43
777,0.45
778,0.45
779,0.45
780,0.46
781,0.45
782,0.45
783,0.46
784,0.43
785,0.46
786,0.45
787,0.44
788,0.42
789,0.45
790,0.46
791,0.44
792,0.42
793,0.46
794,0.44
795,0.46
796,0.44
797,0.42
798,0.45
799,0.45
800,0.42
801,0.45
802,0.45
803,0.45
804,0.46
805,0.43
806,0.44
807,0.46
808,0.46
809,0.44
810,0.42
811,0.42
812,0.46
813,0.46
814,0.46
815,0.44
816,0.43
817,0.45
818,0.43
819,0.42
820,0.45
821,0.42
822,0.44
823,0.44
824,0.45
825,0.45
826,0.44
827,0.44
828,0.46
829,0.44
830,0.42
831,0.45
832,0.46
833,0.44
834,0.43
835,0.46
836,0.45
837,0.45
838,0.42
839,0.43
840,0.43
841,0.42
842,0.43
843,0.44
844,0.45
845,0.46
846,0.44
847,0.42
848,0.46
849,0.42
850,0.43
851,0.43
852,0.46
853,0.43
854,0.45
855,0.46
856,0.42
857,0.45
858,0.44
859,0.42
860,0.45
861,0.42
862,0.44
863,0.46
864,0.42
865,0.43
866,0.46
867,0.44
868,0.44
869,0.44
870,0.42
871,0.46
872,0.46
873,0.45
874,0.44
875,0.43
876,0.45
877,0.45
878,0.46
879,0.44
880,0.45
881,0.43
882,0.45
883,0.42
884,0.44
885,0.42
886,0.46
887,0.42
888,0.42
889,0.46
890,0.43
891,0.44
892,0.46
893,0.44
894,0.43
895,0.44
896,0.46
897,0.42
898,0.42
899,0.45
900,0.45
901,0.45
902,0.45
903,0.42
904,0.43
905,0.42
906,0.46
907,0.45
908,0.45
909,0.46
910,0.42
911,0.46
912,0.46
913,0.46
914,0.43
915,0.43
916,0.42
917,0.44
918,0.44
919,0.45
920,0.42
921,0.44
922,0.46
923,0.42
924,0.44
925,0.46
926,0.42
927,0.46
928,0.46
929,0.46
930,0.43
931,0.45
932,0.45
933,0.42
934,0.45
935,0.45
936,0.45
937,0.43
938,0.44
939,0.44
940,0.44
941,0.42
942,0.45
943,0.44
944,0.42
945,0.45
946,0.43
947,0.45
948,0.43
949,0.43
950,0.46
951,0.45
952,0.43
953,0.45
954,0.44
955,0.46
956,0.42
957,0.46
958,0.46
959,0.43
960,0.46
961,0.44
962,0.45
963,0.42
964,0.43
965,0.45
966,0.42
967,0.42
968,0.45
969,0.42
970,0.43
971,0.45
972,0.44
973,0.43
974,0.45
975,0.43
976,0.43
977,0.43
978,0.43
979,0.42
980,0.42
981,0.45
982,0.43
983,0.42
984,0.46
985,0.43
986,0.42
987,0.43
988,0.42
989,0.46
990,0.46
991,0.45
992,0.44
993,0.42
994,0.44
995,0.43
996,0.45
997,0.46
998,0.46
999,0.45
1000,0.46
1001,0.44
1002,0.43
1003,0.42
1004,0.45
1005,0.43
1006,0.44
1007,0.42
1008,0.46
1009,0.44
1010,0.45
1011,0.42
1012,0.44
1013,0.46
1014,0.44
1015,0.46
1016,0.46
1017,0.43
1018,0.44
1019,0.45
1020,0.46
1021,0.45
1022,0.43
1023,0.46
1024,0.43
1025,0.44
1026,0.44
1027,0.46
1028,0.45
1029,0.43
1030,0.43
1031,0.42
1032,0.45
1033,0.42
1034,0.45
1035,0.44
1036,0.46
1037,0.44
1038,0.45
1039,0.46
1040,0.46
1041,0.46
1042,0.43
1043,0.42
1044,0.46
1045,0.45
1046,0.42
1047,0.42
1048,0.45
1049,0.42
1050,0.42
1051,0.45
1052,0.46
1053,0.45
1054,0.45
1055,0.42
1056,0.45
1057,0.42
1058,0.42
1059,0.44
1060,0.44
1061,0.42
1062,0.45
1063,0.45
1064,0.45
1065,0.45
1066,0.43
1067,0.44
1068,0.45
1069,0.42
1070,0.46
1071,0.46
1072,0.42
1073,0.43
1074,0.45
1075,0.42
1076,0.43
1077,0.45
1078,0.46
