Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,2.705337856513032e8
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,4.123553047122435e7
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,-9.476055390688027e-6
AZ_nuclear_1,AZ_uranium,1,1.2605025923999776e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,2.01075583156967e7
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-2.369607363752514e-8
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,3.1778986158315094e-11
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,1.1349592586224554e7
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,-2.2489338863297666e-8
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,1.7745258987855965e6
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,9.589702136927867e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,1.0833684409953284e6
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,1.0770947806706081e-8
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,-1.4730149190768315e-8
NM_conventional_steam_coal_1,NM_coal,5,4.34231358147964e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,3.339050381185195e7
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,3908.3495679971843
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,394.70109257142883
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,2.311797879267146e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,219063.38052318463
PNW_nuclear_1,PNW_uranium,6,7.909925220000067e7
PNW_other_peaker_1,PNW_naturalgas,6,56079.852209778546
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,4.958304588324212e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,1.898543019157699e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,4.4198714022059e-11
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,-2.38533855606095e-9
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,AZ_naturalgas,1,0.0
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,0.0
AZ_nuclear_nuclear__large_advanced_0,AZ_uranium,1,-2.3407713273942648e-7
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,-3.335424223004273e-10
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_N_naturalgas,2,-2.321249745352816e-9
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,7.159760044877266e-8
CA_N_nuclear_nuclear__large_advanced_0,CA_N_uranium,2,4.849763045272334e8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-1.2587848448284994e-9
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_S_naturalgas,3,-7.13203917257488e-11
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,-3.964190029893376e-11
CA_S_nuclear_nuclear__large_advanced_0,CA_S_uranium,3,9.711598559579554e8
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,-4.1071118231743914e-10
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,MT_WY_CO_naturalgas,4,1.6306546513078507e-11
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,-5.8126021278732377e-11
MT_WY_CO_nuclear_nuclear__large_advanced_0,MT_WY_CO_uranium,4,4.8461071505689905e-9
NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas,5,2.225742371361353e-12
NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,NM_naturalgas,5,-1.984320005005476e-9
NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_naturalgas,5,-6.859442066559529e-9
NM_nuclear_nuclear__large_advanced_0,NM_uranium,5,-1.769489409636797e-8
PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas,6,1.8233404698600218e9
PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,PNW_naturalgas,6,-5.9036209257519144e-9
PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_naturalgas,6,31159.756994277013
PNW_nuclear_nuclear__large_advanced_0,PNW_uranium,6,1.2840461806579447e-9
UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas,7,3.214860642152858e9
UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,UT_NV_naturalgas,7,1.561827564430019e-7
UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_naturalgas,7,0.0
UT_NV_nuclear_nuclear__large_advanced_0,UT_NV_uranium,7,-1.0009602256549084e-7
CA_S_nuclear_1,AZ_uranium,3,7.415812601999919e7
NM_nuclear_1,AZ_uranium,5,6.995081075304985e7
