Time_Index,CO2_tons_MWh_1
1,0.44
2,0.46
3,0.43
4,0.42
5,0.43
6,0.46
7,0.44
8,0.42
9,0.42
10,0.44
11,0.45
12,0.44
13,0.46
14,0.43
15,0.42
16,0.46
17,0.45
18,0.42
19,0.44
20,0.42
21,0.45
22,0.42
23,0.42
24,0.46
25,0.45
26,0.45
27,0.46
28,0.42
29,0.45
30,0.45
31,0.43
32,0.45
33,0.45
34,0.43
35,0.46
36,0.46
37,0.44
38,0.42
39,0.46
40,0.45
41,0.45
42,0.44
43,0.44
44,0.44
45,0.46
46,0.45
47,0.42
48,0.45
49,0.42
50,0.45
51,0.45
52,0.42
53,0.44
54,0.43
55,0.44
56,0.43
57,0.43
58,0.43
59,0.45
60,0.42
61,0.42
62,0.44
63,0.46
64,0.43
65,0.42
66,0.46
67,0.42
68,0.45
69,0.44
70,0.46
71,0.45
72,0.45
73,0.45
74,0.42
75,0.44
76,0.44
77,0.42
78,0.45
79,0.43
80,0.46
81,0.46
82,0.42
83,0.42
84,0.44
85,0.46
86,0.44
87,0.43
88,0.46
89,0.43
90,0.43
91,0.44
92,0.42
93,0.45
94,0.42
95,0.42
96,0.45
97,0.44
98,0.42
99,0.45
100,0.42
101,0.42
102,0.43
103,0.43
104,0.46
105,0.44
106,0.42
107,0.45
108,0.44
109,0.42
110,0.42
111,0.46
112,0.45
113,0.44
114,0.42
115,0.43
116,0.43
117,0.44
118,0.45
119,0.42
120,0.44
121,0.46
122,0.44
123,0.42
124,0.46
125,0.43
126,0.42
127,0.45
128,0.45
129,0.45
130,0.46
131,0.42
132,0.42
133,0.46
134,0.42
135,0.46
136,0.43
137,0.42
138,0.42
139,0.45
140,0.43
141,0.43
142,0.42
143,0.45
144,0.42
145,0.43
146,0.42
147,0.43
148,0.46
149,0.43
150,0.45
151,0.43
152,0.46
153,0.44
154,0.45
155,0.45
156,0.44
157,0.44
158,0.44
159,0.42
160,0.46
161,0.46
162,0.44
163,0.45
164,0.43
165,0.44
166,0.46
167,0.46
168,0.43
169,0.42
170,0.42
171,0.42
172,0.44
173,0.44
174,0.44
175,0.46
176,0.42
177,0.44
178,0.46
179,0.45
180,0.46
181,0.44
182,0.44
183,0.44
184,0.43
185,0.44
186,0.42
187,0.44
188,0.42
189,0.45
190,0.43
191,0.44
192,0.45
193,0.45
194,0.46
195,0.43
196,0.46
197,0.46
198,0.43
199,0.43
200,0.46
201,0.44
202,0.45
203,0.44
204,0.43
205,0.42
206,0.45
207,0.46
208,0.44
209,0.44
210,0.46
211,0.44
212,0.44
213,0.44
214,0.44
215,0.46
216,0.46
217,0.45
218,0.45
219,0.46
220,0.43
221,0.46
222,0.42
223,0.46
224,0.45
225,0.43
226,0.44
227,0.44
228,0.42
229,0.45
230,0.46
231,0.43
232,0.45
233,0.44
234,0.45
235,0.46
236,0.45
237,0.42
238,0.43
239,0.43
240,0.42
241,0.44
242,0.42
243,0.45
244,0.45
245,0.44
246,0.43
247,0.42
248,0.46
249,0.42
250,0.44
251,0.44
252,0.42
253,0.46
254,0.44
255,0.45
256,0.44
257,0.44
258,0.45
259,0.45
260,0.44
261,0.42
262,0.45
263,0.44
264,0.43
265,0.42
266,0.43
267,0.45
268,0.44
269,0.46
270,0.43
271,0.44
272,0.42
273,0.45
274,0.44
275,0.44
276,0.43
277,0.43
278,0.44
279,0.44
280,0.45
281,0.43
282,0.45
283,0.46
284,0.45
285,0.45
286,0.46
287,0.44
288,0.43
289,0.44
290,0.43
291,0.42
292,0.46
293,0.44
294,0.46
295,0.45
296,0.44
297,0.45
298,0.43
299,0.43
300,0.42
301,0.43
302,0.45
303,0.45
304,0.44
305,0.45
306,0.45
307,0.46
308,0.42
309,0.43
310,0.45
311,0.44
312,0.45
313,0.44
314,0.45
315,0.42
316,0.42
317,0.44
318,0.44
319,0.42
320,0.42
321,0.46
322,0.46
323,0.45
324,0.43
325,0.45
326,0.45
327,0.43
328,0.46
329,0.42
330,0.45
331,0.42
332,0.44
333,0.44
334,0.44
335,0.42
336,0.42
337,0.43
338,0.42
339,0.44
340,0.42
341,0.46
342,0.46
343,0.42
344,0.46
345,0.45
346,0.43
347,0.44
348,0.44
349,0.43
350,0.43
351,0.45
352,0.44
353,0.43
354,0.46
355,0.43
356,0.46
357,0.42
358,0.42
359,0.42
360,0.45
361,0.42
362,0.45
363,0.45
364,0.42
365,0.44
366,0.46
367,0.46
368,0.43
369,0.42
370,0.42
371,0.43
372,0.45
373,0.45
374,0.42
375,0.44
376,0.45
377,0.46
378,0.42
379,0.44
380,0.46
381,0.46
382,0.43
383,0.42
384,0.42
385,0.42
386,0.44
387,0.42
388,0.43
389,0.43
390,0.45
391,0.44
392,0.44
393,0.43
394,0.44
395,0.46
396,0.42
397,0.42
398,0.43
399,0.46
400,0.45
401,0.46
402,0.46
403,0.46
404,0.44
405,0.42
406,0.44
407,0.45
408,0.43
409,0.46
410,0.43
411,0.46
412,0.42
413,0.42
414,0.43
415,0.45
416,0.43
417,0.45
418,0.44
419,0.45
420,0.42
421,0.43
422,0.44
423,0.44
424,0.42
425,0.43
426,0.42
427,0.43
428,0.44
429,0.42
430,0.45
431,0.44
432,0.42
433,0.43
434,0.46
435,0.45
436,0.45
437,0.42
438,0.46
439,0.45
440,0.45
441,0.42
442,0.42
443,0.44
444,0.44
445,0.45
446,0.42
447,0.44
448,0.43
449,0.42
450,0.42
451,0.43
452,0.44
453,0.45
454,0.46
455,0.46
456,0.44
457,0.46
458,0.46
459,0.42
460,0.43
461,0.43
462,0.45
463,0.46
464,0.44
465,0.44
466,0.45
467,0.44
468,0.43
469,0.46
470,0.46
471,0.43
472,0.42
473,0.43
474,0.45
475,0.44
476,0.43
477,0.43
478,0.45
479,0.44
480,0.46
481,0.43
482,0.43
483,0.42
484,0.42
485,0.43
486,0.45
487,0.45
488,0.45
489,0.46
490,0.44
491,0.46
492,0.46
493,0.46
494,0.43
495,0.45
496,0.45
497,0.42
498,0.45
499,0.46
500,0.45
501,0.42
502,0.44
503,0.45
504,0.43
505,0.44
506,0.46
507,0.45
508,0.44
509,0.43
510,0.43
511,0.44
512,0.46
513,0.46
514,0.46
515,0.42
516,0.43
517,0.42
518,0.46
519,0.44
520,0.46
521,0.44
522,0.43
523,0.42
524,0.45
525,0.42
526,0.44
527,0.43
528,0.43
529,0.43
530,0.45
531,0.44
532,0.44
533,0.43
534,0.44
535,0.43
536,0.44
537,0.44
538,0.45
539,0.46
540,0.45
541,0.45
542,0.42
543,0.44
544,0.43
545,0.46
546,0.46
547,0.45
548,0.43
549,0.45
550,0.45
551,0.45
552,0.42
553,0.45
554,0.43
555,0.43
556,0.46
557,0.45
558,0.42
559,0.44
560,0.44
561,0.44
562,0.43
563,0.44
564,0.46
565,0.45
566,0.46
567,0.46
568,0.46
569,0.45
570,0.46
571,0.46
572,0.42
573,0.46
574,0.45
575,0.45
576,0.43
577,0.44
578,0.43
579,0.44
580,0.46
581,0.43
582,0.43
583,0.44
584,0.42
585,0.43
586,0.43
587,0.43
588,0.43
589,0.44
590,0.42
591,0.42
592,0.45
593,0.45
594,0.43
595,0.45
596,0.43
597,0.43
598,0.45
599,0.42
600,0.46
601,0.43
602,0.43
603,0.43
604,0.44
605,0.42
606,0.42
607,0.46
608,0.46
609,0.42
610,0.46
611,0.45
612,0.43
613,0.42
614,0.43
615,0.44
616,0.44
617,0.45
618,0.42
619,0.42
620,0.43
621,0.42
622,0.44
623,0.45
624,0.45
625,0.43
626,0.43
627,0.44
628,0.46
629,0.44
630,0.46
631,0.45
632,0.44
633,0.43
634,0.45
635,0.46
636,0.45
637,0.44
638,0.44
639,0.42
640,0.44
641,0.44
642,0.42
643,0.45
644,0.43
645,0.44
646,0.43
647,0.46
648,0.45
649,0.45
650,0.42
651,0.42
652,0.44
653,0.45
654,0.43
655,0.42
656,0.45
657,0.44
658,0.43
659,0.43
660,0.42
661,0.46
662,0.43
663,0.44
664,0.42
665,0.45
666,0.46
667,0.45
668,0.44
669,0.43
670,0.44
671,0.44
672,0.45
673,0.43
674,0.46
675,0.45
676,0.42
677,0.44
678,0.45
679,0.44
680,0.42
681,0.46
682,0.46
683,0.42
684,0.44
685,0.42
686,0.43
687,0.45
688,0.46
689,0.44
690,0.43
691,0.43
692,0.44
693,0.44
694,0.46
695,0.42
696,0.45
697,0.42
698,0.45
699,0.46
700,0.46
701,0.43
702,0.42
703,0.44
704,0.44
705,0.42
706,0.42
707,0.46
708,0.43
709,0.42
710,0.45
711,0.46
712,0.45
713,0.46
714,0.43
715,0.46
716,0.46
717,0.42
718,0.42
719,0.45
720,0.44
721,0.43
722,0.44
723,0.46
724,0.43
725,0.43
726,0.44
727,0.45
728,0.45
729,0.44
730,0.43
731,0.44
732,0.43
733,0.42
734,0.44
735,0.45
736,0.46
737,0.46
738,0.45
739,0.45
740,0.44
741,0.44
742,0.46
743,0.46
744,0.45
745,0.42
746,0.46
747,0.43
748,0.44
749,0.45
750,0.44
751,0.43
752,0.46
753,0.46
754,0.44
755,0.44
756,0.42
757,0.44
758,0.44
759,0.44
760,0.43
761,0.43
762,0.45
763,0.45
764,0.43
765,0.42
766,0.42
767,0.43
768,0.44
769,0.42
770,0.42
771,0.45
772,0.44
773,0.44
774,0.44
775,0.42
776,0.44
777,0.43
778,0.43
779,0.44
780,0.45
781,0.46
782,0.44
783,0.46
784,0.43
785,0.43
786,0.45
787,0.43
788,0.42
789,0.42
790,0.45
791,0.42
792,0.43
793,0.44
794,0.45
795,0.43
796,0.45
797,0.42
798,0.45
799,0.42
800,0.46
801,0.43
802,0.45
803,0.42
804,0.45
805,0.42
806,0.44
807,0.43
808,0.45
809,0.44
810,0.45
811,0.45
812,0.44
813,0.45
814,0.46
815,0.44
816,0.46
817,0.43
818,0.42
819,0.46
820,0.46
821,0.46
822,0.42
823,0.44
824,0.45
825,0.46
826,0.43
827,0.46
828,0.43
829,0.42
830,0.45
831,0.45
832,0.45
833,0.42
834,0.44
835,0.43
836,0.43
837,0.45
838,0.43
839,0.43
840,0.43
841,0.44
842,0.43
843,0.44
844,0.43
845,0.42
846,0.46
847,0.46
848,0.45
849,0.46
850,0.43
851,0.45
852,0.43
853,0.42
854,0.46
855,0.43
856,0.45
857,0.42
858,0.43
859,0.46
860,0.42
861,0.44
862,0.44
863,0.42
864,0.44
865,0.43
866,0.42
867,0.43
868,0.43
869,0.45
870,0.46
871,0.46
872,0.46
873,0.42
874,0.43
875,0.43
876,0.43
877,0.42
878,0.42
879,0.44
880,0.46
881,0.45
882,0.43
883,0.42
884,0.44
885,0.45
886,0.45
887,0.44
888,0.46
889,0.46
890,0.45
891,0.43
892,0.46
893,0.46
894,0.42
895,0.45
896,0.42
897,0.44
898,0.43
899,0.42
900,0.42
901,0.43
902,0.42
903,0.44
904,0.45
905,0.46
906,0.45
907,0.45
908,0.44
909,0.44
910,0.45
911,0.42
912,0.43
913,0.44
914,0.42
915,0.42
916,0.44
917,0.42
918,0.44
919,0.42
920,0.46
921,0.42
922,0.44
923,0.46
924,0.43
925,0.43
926,0.45
927,0.45
928,0.44
929,0.45
930,0.44
931,0.42
932,0.46
933,0.46
934,0.44
935,0.42
936,0.45
937,0.44
938,0.42
939,0.46
940,0.43
941,0.42
942,0.44
943,0.44
944,0.42
945,0.43
946,0.43
947,0.46
948,0.46
949,0.45
950,0.46
951,0.46
952,0.43
953,0.43
954,0.43
955,0.43
956,0.44
957,0.46
958,0.45
959,0.43
960,0.43
961,0.43
962,0.42
963,0.42
964,0.44
965,0.43
966,0.43
967,0.42
968,0.43
969,0.44
970,0.42
971,0.44
972,0.44
973,0.46
974,0.45
975,0.44
976,0.45
977,0.46
978,0.44
979,0.45
980,0.43
981,0.43
982,0.42
983,0.44
984,0.43
985,0.46
986,0.43
987,0.44
988,0.45
989,0.43
990,0.43
991,0.43
992,0.45
993,0.43
994,0.42
995,0.46
996,0.45
997,0.42
998,0.42
999,0.45
1000,0.45
1001,0.45
1002,0.42
1003,0.45
1004,0.44
1005,0.42
1006,0.45
1007,0.43
1008,0.42
1009,0.45
