Time_Index,CO2_tons_MWh_1
1,0.45
2,0.46
3,0.46
4,0.46
5,0.45
6,0.44
7,0.45
8,0.42
9,0.43
10,0.46
11,0.45
12,0.46
13,0.42
14,0.46
15,0.44
16,0.42
17,0.46
18,0.45
19,0.45
20,0.43
21,0.44
22,0.46
23,0.43
24,0.44
25,0.43
26,0.42
27,0.44
28,0.46
29,0.45
30,0.43
31,0.43
32,0.45
33,0.42
34,0.42
35,0.46
36,0.42
37,0.45
38,0.45
39,0.45
40,0.45
41,0.43
42,0.43
43,0.43
44,0.42
45,0.43
46,0.42
47,0.44
48,0.43
49,0.45
50,0.43
51,0.46
52,0.46
53,0.45
54,0.46
55,0.46
56,0.46
57,0.45
58,0.44
59,0.46
60,0.43
61,0.44
62,0.45
63,0.42
64,0.46
65,0.46
66,0.43
67,0.46
68,0.46
69,0.45
70,0.43
71,0.44
72,0.45
73,0.44
74,0.44
75,0.43
76,0.43
77,0.46
78,0.44
79,0.44
80,0.44
81,0.44
82,0.43
83,0.44
84,0.44
85,0.43
86,0.45
87,0.45
88,0.46
89,0.42
90,0.46
91,0.43
92,0.45
93,0.46
94,0.43
95,0.44
96,0.43
97,0.43
98,0.45
99,0.42
100,0.46
101,0.45
102,0.44
103,0.45
104,0.43
105,0.42
106,0.46
107,0.45
108,0.44
109,0.46
110,0.42
111,0.43
112,0.44
113,0.45
114,0.44
115,0.46
116,0.46
117,0.44
118,0.42
119,0.42
120,0.46
121,0.42
122,0.42
123,0.43
124,0.42
125,0.43
126,0.44
127,0.43
128,0.43
129,0.42
130,0.46
131,0.45
132,0.46
133,0.44
134,0.45
135,0.46
136,0.46
137,0.46
138,0.43
139,0.44
140,0.45
141,0.46
142,0.42
143,0.45
144,0.46
145,0.45
146,0.44
147,0.44
148,0.43
149,0.44
150,0.45
151,0.43
152,0.43
153,0.45
154,0.43
155,0.44
156,0.43
157,0.45
158,0.44
159,0.46
160,0.43
161,0.46
162,0.46
163,0.43
164,0.46
165,0.45
166,0.46
167,0.46
168,0.45
169,0.42
170,0.45
171,0.45
172,0.46
173,0.45
174,0.43
175,0.43
176,0.46
177,0.46
178,0.44
179,0.44
180,0.46
181,0.46
182,0.46
183,0.45
184,0.44
185,0.43
186,0.46
187,0.45
188,0.44
189,0.46
190,0.45
191,0.45
192,0.45
193,0.42
194,0.44
195,0.42
196,0.45
197,0.43
198,0.45
199,0.44
200,0.44
201,0.43
202,0.43
203,0.46
204,0.42
205,0.46
206,0.42
207,0.46
208,0.44
209,0.43
210,0.46
211,0.45
212,0.46
213,0.44
214,0.46
215,0.44
216,0.42
217,0.45
218,0.43
219,0.46
220,0.46
221,0.43
222,0.46
223,0.42
224,0.45
225,0.45
226,0.43
227,0.45
228,0.45
229,0.42
230,0.44
231,0.42
232,0.45
233,0.45
234,0.43
235,0.42
236,0.45
237,0.46
238,0.45
239,0.42
240,0.42
241,0.43
242,0.46
243,0.42
244,0.44
245,0.44
246,0.45
247,0.43
248,0.46
249,0.42
250,0.43
251,0.43
252,0.45
253,0.45
254,0.46
255,0.46
256,0.45
257,0.46
258,0.43
259,0.45
260,0.44
261,0.42
262,0.44
263,0.44
264,0.45
265,0.45
266,0.42
267,0.44
268,0.44
269,0.45
270,0.45
271,0.43
272,0.45
273,0.45
274,0.43
275,0.45
276,0.46
277,0.46
278,0.45
279,0.45
280,0.43
281,0.44
282,0.42
283,0.46
284,0.43
285,0.44
286,0.44
287,0.43
288,0.44
289,0.45
290,0.44
291,0.42
292,0.45
293,0.46
294,0.43
295,0.43
296,0.46
297,0.45
298,0.42
299,0.43
300,0.43
301,0.46
302,0.42
303,0.43
304,0.45
305,0.44
306,0.44
307,0.45
308,0.42
309,0.43
310,0.44
311,0.46
312,0.43
313,0.46
314,0.45
315,0.43
316,0.46
317,0.46
318,0.45
319,0.44
320,0.44
321,0.46
322,0.45
323,0.45
324,0.46
325,0.43
326,0.44
327,0.44
328,0.42
329,0.43
330,0.43
331,0.42
332,0.46
333,0.44
334,0.46
335,0.45
336,0.42
337,0.46
338,0.46
339,0.45
340,0.44
341,0.42
342,0.46
343,0.43
344,0.42
345,0.46
346,0.44
347,0.42
348,0.42
349,0.43
350,0.45
351,0.45
352,0.44
353,0.43
354,0.42
355,0.43
356,0.43
357,0.45
358,0.45
359,0.45
360,0.42
361,0.46
362,0.44
363,0.45
364,0.46
365,0.46
366,0.43
367,0.45
368,0.44
369,0.46
370,0.45
371,0.46
372,0.44
373,0.46
374,0.44
375,0.46
376,0.44
377,0.42
378,0.46
379,0.45
