Time_Index,CO2_tons_MWh_1
1,0.46
2,0.45
3,0.46
4,0.42
5,0.46
6,0.43
7,0.44
8,0.46
9,0.43
10,0.46
11,0.46
12,0.44
13,0.42
14,0.42
15,0.46
16,0.43
17,0.46
18,0.45
19,0.42
20,0.45
21,0.46
22,0.42
23,0.45
24,0.45
25,0.46
26,0.43
27,0.44
28,0.43
29,0.43
30,0.43
31,0.44
32,0.45
33,0.45
34,0.45
35,0.46
36,0.45
37,0.43
38,0.46
39,0.46
40,0.43
41,0.44
42,0.42
43,0.43
44,0.45
45,0.45
46,0.46
47,0.45
48,0.45
49,0.42
50,0.45
51,0.43
52,0.45
53,0.44
54,0.42
55,0.42
56,0.42
57,0.46
58,0.45
59,0.45
60,0.45
61,0.42
62,0.45
63,0.43
64,0.45
65,0.46
66,0.46
67,0.45
68,0.42
69,0.42
70,0.42
71,0.44
72,0.46
73,0.46
74,0.44
75,0.44
76,0.42
77,0.44
78,0.44
79,0.46
80,0.45
81,0.44
82,0.46
83,0.42
84,0.43
85,0.43
86,0.46
87,0.45
88,0.45
89,0.45
90,0.43
91,0.46
92,0.43
93,0.46
94,0.43
95,0.45
96,0.46
97,0.42
98,0.44
99,0.43
100,0.43
101,0.45
102,0.45
103,0.43
104,0.46
105,0.42
106,0.44
107,0.45
108,0.44
109,0.45
110,0.43
111,0.45
112,0.46
113,0.42
114,0.46
115,0.43
116,0.43
117,0.43
118,0.43
119,0.42
120,0.45
121,0.46
122,0.42
123,0.42
124,0.44
125,0.45
126,0.42
127,0.45
128,0.46
129,0.44
130,0.45
131,0.45
132,0.43
133,0.43
134,0.44
135,0.44
136,0.43
137,0.44
138,0.43
139,0.45
140,0.46
141,0.42
142,0.44
143,0.45
144,0.43
145,0.44
146,0.44
147,0.42
148,0.43
149,0.46
150,0.43
151,0.45
152,0.42
153,0.46
154,0.42
155,0.45
156,0.43
157,0.46
158,0.45
159,0.43
160,0.44
161,0.45
162,0.43
163,0.45
164,0.46
165,0.45
166,0.42
167,0.44
168,0.42
169,0.42
170,0.42
171,0.45
172,0.42
173,0.45
174,0.44
175,0.43
176,0.42
177,0.42
178,0.45
179,0.43
180,0.44
181,0.45
182,0.46
183,0.43
184,0.44
185,0.45
186,0.45
187,0.43
188,0.46
189,0.45
190,0.46
191,0.43
192,0.44
193,0.46
194,0.46
195,0.45
196,0.45
197,0.42
198,0.43
199,0.46
200,0.45
201,0.43
202,0.46
203,0.45
204,0.43
205,0.44
206,0.44
207,0.42
208,0.45
209,0.42
210,0.45
211,0.46
212,0.42
213,0.46
214,0.46
215,0.42
216,0.43
217,0.44
218,0.43
219,0.43
220,0.45
221,0.46
222,0.45
223,0.45
224,0.45
225,0.45
226,0.43
227,0.43
228,0.44
229,0.42
230,0.44
231,0.44
232,0.42
233,0.44
234,0.44
235,0.45
236,0.45
237,0.42
238,0.42
239,0.42
240,0.46
241,0.44
242,0.42
243,0.45
244,0.43
245,0.45
246,0.45
247,0.43
248,0.42
249,0.44
250,0.44
251,0.42
252,0.45
253,0.42
254,0.43
255,0.46
256,0.45
257,0.46
258,0.42
259,0.46
260,0.42
261,0.42
262,0.44
263,0.45
264,0.46
265,0.45
266,0.46
267,0.46
268,0.46
269,0.44
270,0.43
271,0.42
272,0.43
273,0.44
274,0.46
275,0.42
276,0.46
277,0.45
278,0.44
279,0.43
280,0.42
281,0.42
282,0.44
283,0.46
284,0.43
285,0.42
286,0.42
287,0.46
288,0.44
289,0.45
290,0.42
291,0.42
292,0.44
293,0.42
294,0.43
295,0.44
296,0.44
297,0.42
298,0.45
299,0.44
300,0.43
301,0.46
302,0.42
303,0.43
304,0.43
305,0.46
306,0.46
307,0.44
308,0.43
309,0.46
310,0.45
311,0.46
312,0.43
313,0.44
314,0.43
315,0.45
316,0.46
317,0.44
318,0.43
319,0.45
320,0.44
321,0.46
322,0.43
323,0.45
324,0.43
325,0.44
326,0.42
327,0.44
328,0.46
329,0.46
330,0.46
331,0.46
332,0.46
333,0.44
334,0.44
335,0.44
336,0.44
337,0.46
338,0.46
339,0.42
340,0.46
341,0.43
342,0.42
343,0.46
344,0.43
345,0.46
346,0.42
347,0.43
348,0.44
349,0.42
350,0.44
351,0.43
352,0.46
353,0.45
354,0.43
355,0.43
356,0.44
357,0.44
358,0.45
359,0.45
360,0.45
361,0.45
362,0.43
363,0.45
364,0.42
365,0.45
366,0.44
367,0.46
368,0.44
369,0.44
370,0.45
371,0.44
372,0.46
373,0.45
374,0.46
375,0.44
376,0.44
377,0.44
378,0.46
379,0.45
380,0.42
381,0.44
382,0.46
383,0.43
384,0.45
385,0.42
