Resource,Fuel,Zone,AnnualSumCosts
AZ_conventional_steam_coal_1,AZ_coal,1,4.13494699881276e7
AZ_natural_gas_fired_combined_cycle_1,AZ_naturalgas,1,1.9668009654843715e8
AZ_natural_gas_fired_combustion_turbine_1,AZ_naturalgas,1,0.0
AZ_natural_gas_steam_turbine_1,AZ_naturalgas,1,7.873344916983376e-10
AZ_nuclear_1,AZ_uranium,1,1.2605025923999761e8
AZ_other_peaker_1,AZ_naturalgas,1,0.0
CA_N_natural_gas_fired_combined_cycle_1,CA_N_naturalgas,2,1.7438650461485721e6
CA_N_natural_gas_fired_combustion_turbine_1,CA_N_naturalgas,2,-3.1896310610463984e-7
CA_N_nuclear_1,CA_N_uranium,2,0.0
CA_N_other_peaker_1,CA_N_naturalgas,2,5.828333087265492e-11
CA_S_natural_gas_fired_combined_cycle_1,CA_S_naturalgas,3,0.0
CA_S_natural_gas_fired_combustion_turbine_1,CA_S_naturalgas,3,-1.33320568562513e-7
CA_S_natural_gas_steam_turbine_1,CA_S_naturalgas,3,515237.35923464823
CA_S_other_peaker_1,CA_S_naturalgas,3,0.0
MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_coal,4,9.513742306112602e8
MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_naturalgas,4,3.247625442307643e7
MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_naturalgas,4,-2.2483642085962946e-9
MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_other_peaker_1,MT_WY_CO_naturalgas,4,235129.75548701108
NM_conventional_steam_coal_1,NM_coal,5,3.753411043604168e7
NM_natural_gas_fired_combined_cycle_1,NM_naturalgas,5,1.488601114280535e6
NM_natural_gas_fired_combustion_turbine_1,NM_naturalgas,5,-1.87575145511281e-11
NM_natural_gas_steam_turbine_1,NM_naturalgas,5,0.0
NM_other_peaker_1,NM_naturalgas,5,0.0
PNW_conventional_steam_coal_1,PNW_coal,6,0.0
PNW_natural_gas_fired_combined_cycle_1,PNW_naturalgas,6,1.8837136147503737e8
PNW_natural_gas_fired_combustion_turbine_1,PNW_naturalgas,6,4.4814412283712186e7
PNW_nuclear_1,PNW_uranium,6,7.909925220000072e7
PNW_other_peaker_1,PNW_naturalgas,6,1.0808894224063985e7
UT_NV_conventional_steam_coal_1,UT_NV_coal,7,5.111857556070873e8
UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_naturalgas,7,5.583369223110484e8
UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_naturalgas,7,276536.2259007944
UT_NV_natural_gas_steam_turbine_1,UT_NV_naturalgas,7,7.369966469019879e-9
UT_NV_other_peaker_1,UT_NV_naturalgas,7,0.0
AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas,1,1.108455874906066e8
AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,AZ_naturalgas,1,1.969092409126461e-11
AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_naturalgas,1,-2.6968650356328592e-8
AZ_nuclear_nuclear__large_advanced_0,AZ_uranium,1,4.386011550592802e8
CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas,2,0.0
CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_N_naturalgas,2,1.0953710893392981e-10
CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_naturalgas,2,-4.6394629208364127e-8
CA_N_nuclear_nuclear__large_advanced_0,CA_N_uranium,2,7.97019906414329e8
CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas,3,-2.607497075847015e-11
CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_S_naturalgas,3,0.0
CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_naturalgas,3,-8.682415487523294e-8
CA_S_nuclear_nuclear__large_advanced_0,CA_S_uranium,3,1.2555577467088158e9
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas,4,0.0
MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,MT_WY_CO_naturalgas,4,-2.8286473963135003e-11
MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_naturalgas,4,2.300442653920311e6
MT_WY_CO_nuclear_nuclear__large_advanced_0,MT_WY_CO_uranium,4,1.0147239659860798e-8
