Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,CapRes_4,AnnualSum
AZ,AZ_conventional_hydroelectric_1,1,1,0.0,0.0,691762.7750494664,0.0,691762.7750494664
CA_N,CA_N_conventional_hydroelectric_1,2,1,1.627756205541142e6,0.0,0.0,0.0,1.627756205541142e6
CA_S,CA_S_conventional_hydroelectric_1,3,1,184430.9727931994,0.0,0.0,0.0,184430.9727931994
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,0.0,9.969228638951987e6,0.0,0.0,9.969228638951987e6
PNW,PNW_conventional_hydroelectric_1,6,1,0.0,7.119557292956495e7,0.0,0.0,7.119557292956495e7
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,0.0,1.5266285673983617e7,0.0,0.0,1.5266285673983617e7
AZ,AZ_conventional_steam_coal_1,1,1,0.0,0.0,4.472682423920692e7,0.0,4.472682423920692e7
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,0.0,0.0,1.4586329155246913e8,0.0,1.4586329155246913e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,0.0,0.0,3.3018698043111764e7,0.0,3.3018698043111764e7
AZ,AZ_natural_gas_steam_turbine_1,1,1,0.0,0.0,1.2461002981623463e7,0.0,1.2461002981623463e7
AZ,AZ_nuclear_1,1,1,0.0,0.0,2.7144859464244366e7,0.0,2.7144859464244366e7
AZ,AZ_other_peaker_1,1,1,0.0,0.0,2.693470953272531e6,0.0,2.693470953272531e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,2.0728330795273823e8,0.0,0.0,0.0,2.0728330795273823e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,8.909073149389893e7,0.0,0.0,0.0,8.909073149389893e7
CA_N,CA_N_nuclear_1,2,1,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,1.1411730357298765e7,0.0,0.0,0.0,1.1411730357298765e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,2.6118706561420405e8,0.0,0.0,0.0,2.6118706561420405e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,1.6491206526285237e8,0.0,0.0,0.0,1.6491206526285237e8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,1.0732920825037768e7,0.0,0.0,0.0,1.0732920825037768e7
CA_S,CA_S_other_peaker_1,3,1,678809.5322609979,0.0,0.0,0.0,678809.5322609979
MT_WY_CO,MT_WY_CO_conventional_steam_coal_1,4,1,0.0,4.327959837754767e8,0.0,0.0,4.327959837754767e8
MT_WY_CO,MT_WY_CO_natural_gas_fired_combined_cycle_1,4,1,0.0,2.288592164649664e8,0.0,0.0,2.288592164649664e8
MT_WY_CO,MT_WY_CO_natural_gas_fired_combustion_turbine_1,4,1,0.0,1.872120675541791e8,0.0,0.0,1.872120675541791e8
MT_WY_CO,MT_WY_CO_natural_gas_steam_turbine_1,4,1,0.0,6.906765240939614e7,0.0,0.0,6.906765240939614e7
MT_WY_CO,MT_WY_CO_other_peaker_1,4,1,0.0,2.9866918476474375e7,0.0,0.0,2.9866918476474375e7
NM,NM_conventional_steam_coal_1,5,1,0.0,0.0,0.0,1.3133834126565365e7,1.3133834126565365e7
NM,NM_natural_gas_fired_combined_cycle_1,5,1,0.0,0.0,0.0,5.639873057076411e7,5.639873057076411e7
NM,NM_natural_gas_fired_combustion_turbine_1,5,1,0.0,0.0,0.0,5.23818241593276e7,5.23818241593276e7
NM,NM_natural_gas_steam_turbine_1,5,1,0.0,0.0,0.0,9.765090957738537e6,9.765090957738537e6
NM,NM_other_peaker_1,5,1,0.0,0.0,0.0,136455.419496783,136455.419496783
PNW,PNW_conventional_steam_coal_1,6,1,0.0,0.0,0.0,0.0,0.0
PNW,PNW_natural_gas_fired_combined_cycle_1,6,1,0.0,4.0117332684523094e8,0.0,0.0,4.0117332684523094e8
PNW,PNW_natural_gas_fired_combustion_turbine_1,6,1,0.0,8.341694131650713e7,0.0,0.0,8.341694131650713e7
PNW,PNW_nuclear_1,6,1,0.0,7.429613824599527e7,0.0,0.0,7.429613824599527e7
PNW,PNW_other_peaker_1,6,1,0.0,1.786076581465412e7,0.0,0.0,1.786076581465412e7
UT_NV,UT_NV_conventional_steam_coal_1,7,1,0.0,2.1006248713635314e8,0.0,0.0,2.1006248713635314e8
UT_NV,UT_NV_natural_gas_fired_combined_cycle_1,7,1,0.0,5.0541384261713153e8,0.0,0.0,5.0541384261713153e8
UT_NV,UT_NV_natural_gas_fired_combustion_turbine_1,7,1,0.0,1.3163519958736596e8,0.0,0.0,1.3163519958736596e8
UT_NV,UT_NV_natural_gas_steam_turbine_1,7,1,0.0,2.230175131537044e7,0.0,0.0,2.230175131537044e7
UT_NV,UT_NV_other_peaker_1,7,1,0.0,7.920187804329822e6,0.0,0.0,7.920187804329822e6
AZ,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,1,0,0.0,0.0,0.0,0.0,0.0
AZ,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,1,0,0.0,0.0,0.0,0.0,0.0
AZ,AZ_naturalgas_combustion_turbine_fframe_moderate_0,1,0,0.0,0.0,0.0,0.0,0.0
AZ,AZ_nuclear_nuclear__large_conservative_0,1,0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,2,0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,2,0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,2,0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_nuclear_nuclear__large_conservative_0,2,0,0.0,0.0,0.0,0.0,0.0
CA_S,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,3,0,0.0,0.0,0.0,0.0,0.0
CA_S,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,3,0,0.0,0.0,0.0,0.0,0.0
CA_S,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,3,0,0.0,0.0,0.0,0.0,0.0
CA_S,CA_S_nuclear_nuclear__large_conservative_0,3,0,0.0,0.0,0.0,0.0,0.0
MT_WY_CO,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,4,0,0.0,0.0,0.0,0.0,0.0
MT_WY_CO,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,4,0,0.0,0.0,0.0,0.0,0.0
MT_WY_CO,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,4,0,0.0,1.1102640076245257e8,0.0,0.0,1.1102640076245257e8
